ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,34611,30318,4293
19053,2344,2239,105
19013,49011,44489,4522
19183,4822,4442,380
19065,8364,7555,809
19181,10536,10062,474
19117,2520,2214,306
19113,78441,71735,6706
19163,54777,50852,3925
19147,2672,2590,82
19019,4579,4389,190
19153,138726,131987,6739
19101,6031,5277,754
19017,9636,8684,952
19037,2357,2059,298
19039,4265,3016,1249
19161,2605,2605,0
19159,1586,1586,0
19075,3532,3332,200
19131,3609,3609,0
19145,5115,4488,627
19025,3359,3259,100
19179,8369,7933,436
19139,12000,7902,4098
19193,31891,29134,2757
19103,58764,56006,2758
19061,41627,40522,1105
19091,3539,3224,315
19043,5365,4794,571
19167,9409,7064,2345
19033,18460,17326,1134
19023,3017,2952,65
19169,27812,26888,924
19047,5700,4242,1458
19049,23527,22060,1467
19029,7943,7715,228
19115,3920,2427,1493
19171,5702,4762,940
19045,11166,10123,1043
19095,3742,3275,467
,4255,4255,0
19063,3396,3099,297
19143,1273,1153,120
19173,1895,1895,0
19057,13136,12597,539
19197,4977,3496,1481
19177,1153,1084,69
19083,5382,4239,1143
19087,5140,4563,577
19059,5361,5246,115
19157,5471,5333,138
19067,5037,4324,713
19175,3235,3121,114
19125,11827,8150,3677
19001,1948,1694,254
19165,4061,4023,38
19005,4647,4602,45
19149,7872,5094,2778
19123,4991,4742,249
19015,7610,7331,279
19121,4621,4543,78
19051,4046,2468,1578
19137,2644,2145,499
19111,9271,8119,1152
19079,5101,4776,325
19085,2566,2379,187
19073,3075,2740,335
19041,6637,6587,50
19129,3723,3638,85
19011,5325,4968,357
19031,4637,4436,201
19027,7507,6739,768
19187,12403,11574,829
19191,5632,5118,514
19099,8893,8398,495
19077,2989,2813,176
19035,3607,3437,170
19081,2755,2203,552
19055,3723,3124,599
19071,1310,1237,73
19007,3687,3313,374
19109,4706,4330,376
19127,9632,7123,2509
19189,3058,2671,387
19105,4279,3674,605
19141,4220,3995,225
19009,1686,1590,96
19021,7796,4636,3160
19097,5653,5531,122
19093,1627,1266,361
19069,2975,2800,175
19151,1455,1325,130
19003,1386,1386,0
19119,2169,2144,25
19107,1278,1178,100
19133,1582,1477,105
19185,2469,2137,332
19089,1578,1491,87
19135,2473,2274,199
19195,1251,1251,0
