ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,150315,143437,6878
19121,4845,4767,78
19181,11254,10760,494
19013,51283,46731,4552
19049,25807,24340,1467
19139,12496,8395,4101
19115,4174,2681,1493
19163,59141,55199,3942
19193,34609,31699,2910
19031,4748,4547,201
19047,5880,4422,1458
19165,4402,4357,45
19011,6127,5770,357
19113,82946,76194,6752
19041,6796,6737,59
19187,13237,12402,835
19155,35249,30956,4293
19099,9309,8804,505
19065,8930,8121,809
19179,8791,8354,437
19033,19129,17947,1182
19021,7971,4811,3160
19117,2745,2439,306
19029,8313,8067,246
19017,9944,8993,951
19079,5268,4943,325
19057,13497,12958,539
19053,2408,2303,105
19167,9621,7278,2343
19123,5325,5069,256
19135,2583,2384,199
19169,29877,28592,1285
19145,5465,4838,627
19001,2026,1762,264
19171,5925,4985,940
19023,3141,3038,103
19015,7958,7669,289
19039,4338,3079,1259
19103,63234,60466,2768
19111,9885,8732,1153
19141,4370,4145,225
19059,5773,5650,123
19151,1545,1415,130
19125,12330,8644,3686
19055,3794,3191,603
19077,3263,3089,174
19025,3361,3261,100
19051,4142,2551,1591
19129,3859,3774,85
19071,1398,1325,73
19061,44544,43317,1227
19137,2746,2246,500
19127,10042,7533,2509
19191,5953,5368,585
19019,4625,4435,190
19083,5778,4622,1156
19147,2803,2718,85
19149,7915,5131,2784
19067,5227,4510,717
19081,2757,2205,552
19109,5086,4710,376
19159,1637,1637,0
19177,1228,1159,69
19063,3564,3267,297
19087,5483,4906,577
19107,1278,1178,100
19045,11572,10525,1047
19091,3605,3291,314
19101,6196,5442,754
19133,1584,1479,105
19043,5708,5132,576
19195,1320,1320,0
19143,1273,1153,120
19197,5123,3642,1481
,4254,4254,0
19075,3690,3485,205
19035,3778,3609,169
19003,1425,1425,0
19185,2637,2305,332
19175,3437,3318,119
19007,3803,3420,383
19157,5556,5403,153
19085,2566,2379,187
19097,5762,5640,122
19027,8065,7287,778
19183,5116,4730,386
19093,1732,1371,361
19095,4025,3548,477
19105,4526,3921,605
19037,2362,2064,298
19069,2980,2805,175
19161,2606,2606,0
19119,2358,2333,25
19005,4888,4843,45
19009,1797,1701,96
19189,3217,2830,387
19089,1599,1512,87
19173,1897,1897,0
19131,3812,3812,0
19073,3700,3364,336
