ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,30676,29278,1398
19153,153591,146609,6982
19103,64440,61560,2880
19113,84974,78187,6787
19085,2567,2380,187
19127,10362,7851,2511
19187,13327,12490,837
19033,19305,18104,1201
19161,2615,2615,0
19179,8937,8500,437
19083,5836,4664,1172
19163,59839,55877,3962
19075,3762,3555,207
19155,35410,31117,4293
19049,27167,25685,1482
19105,4562,3957,605
19067,5312,4587,725
19157,5977,5819,158
19013,52148,47561,4587
19193,35569,32571,2998
19099,9486,8978,508
19147,2849,2764,85
19109,5111,4735,376
19063,3596,3299,297
19081,2917,2363,554
19139,12759,8652,4107
19091,3643,3329,314
19101,6263,5509,754
19167,9940,7591,2349
19149,8489,5702,2787
19047,6046,4588,1458
19171,6327,5387,940
19143,1375,1250,125
19055,3977,3374,603
19017,10134,9184,950
19065,9080,8271,809
19021,8041,4881,3160
19035,3790,3621,169
19197,5213,3723,1490
19125,12555,8855,3700
19079,5315,4976,339
19175,3597,3464,133
19037,2543,2245,298
19029,8431,8185,246
19117,2776,2465,311
19039,4370,3106,1264
19095,4215,3738,477
19087,5511,4933,578
19041,7014,6948,66
19151,1545,1415,130
19031,4810,4609,201
19185,2749,2417,332
,4254,4254,0
19137,2882,2377,505
19145,5494,4867,627
19181,11433,10904,529
19189,3317,2930,387
19015,8309,8006,303
19061,45642,44346,1296
19057,13928,13378,550
19111,9954,8787,1167
19141,4387,4162,225
19077,3287,3113,174
19133,1672,1567,105
19173,1923,1923,0
19011,6193,5836,357
19043,5824,5240,584
19115,4201,2708,1493
19165,4430,4385,45
19027,8078,7295,783
19003,1445,1445,0
19129,4109,4024,85
19025,3487,3371,116
19191,6110,5459,651
19005,4893,4848,45
19089,1599,1512,87
19045,11781,10725,1056
19119,2437,2412,25
19059,6095,5968,127
19019,5033,4843,190
19183,5213,4827,386
19123,5408,5142,266
19131,3812,3812,0
19097,5877,5755,122
19023,3192,3089,103
19073,3781,3432,349
19001,2027,1762,265
19053,2432,2327,105
19071,1414,1341,73
19093,1733,1371,362
19135,2698,2499,199
19121,4948,4844,104
19009,1802,1706,96
19007,3882,3473,409
19107,1374,1274,100
19051,4206,2614,1592
19069,2981,2806,175
19177,1323,1254,69
19195,1345,1345,0
19159,1659,1659,0
