ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,34064,32342,1722
19183,5663,5260,403
19113,93642,86624,7018
19153,172083,164470,7613
19125,13484,9732,3752
19103,71423,68265,3158
19065,9611,8778,833
19029,9379,9109,270
19133,1750,1645,105
19193,38852,34906,3946
19057,14786,14208,578
19033,20907,19660,1247
19013,57028,52160,4868
19063,4393,4095,298
19093,1819,1381,438
19149,8849,6051,2798
19197,5496,3981,1515
19049,30105,28558,1547
19099,10385,9824,561
19123,6034,5738,296
19191,6589,5907,682
19037,2731,2433,298
19139,13818,9693,4125
19083,6288,5098,1190
19167,10550,8186,2364
19147,3014,2918,96
19067,5818,5046,772
19181,13297,12695,602
19109,5403,5023,380
19179,9758,9310,448
19127,11293,8773,2520
19081,3089,2513,576
19177,1359,1280,79
19091,3784,3462,322
19101,6516,5762,754
19053,2606,2501,105
19121,5499,5389,110
19021,8331,5171,3160
19047,6451,4985,1466
19061,50800,49412,1388
19163,64638,60425,4213
19155,37555,33234,4321
19171,6824,5880,944
19143,1390,1262,128
19055,4352,3702,650
19119,2588,2561,27
19017,10841,9860,981
19187,14146,13276,870
19035,4068,3886,182
19005,5004,4946,58
19043,6053,5459,594
19051,4488,2881,1607
19007,4040,3629,411
19079,5730,5391,339
19195,1440,1440,0
19117,3010,2682,328
19087,6523,5423,1100
19039,4698,3402,1296
19095,5104,4620,484
19041,7235,7143,92
19031,5436,5212,224
19137,3163,2648,515
19145,5895,5268,627
19189,3634,3228,406
19015,9011,8676,335
19011,6455,6083,372
19141,4680,4435,245
19073,4125,3719,406
19111,10417,9191,1226
19165,4919,4858,61
19019,5431,5218,213
19075,3987,3770,217
19157,7273,7086,187
19069,3159,2972,187
19131,3880,3816,64
19115,4302,2809,1493
19185,2962,2624,338
19023,3471,3358,113
19045,12894,11792,1102
19077,3641,3467,174
19009,1907,1806,101
19175,4010,3856,154
19001,2185,1900,285
19097,6723,6581,142
19025,3722,3592,130
,4254,4254,0
19027,8439,7586,853
19105,4798,4190,608
19129,4551,4454,97
19135,2897,2685,212
19071,1518,1445,73
19089,1816,1710,106
19085,2789,2588,201
19059,6607,6459,148
19159,1756,1755,1
19003,1505,1504,1
19173,1964,1964,0
19161,2827,2827,0
19107,1471,1371,100
19151,1573,1443,130
