ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,66723,62233,4490
19189,3776,3361,415
,4254,4254,0
19113,97195,90126,7069
19159,1826,1825,1
19153,182483,174451,8032
19081,3089,2513,576
19103,74607,71357,3250
19005,5021,4963,58
19123,6159,5855,304
19169,35151,33356,1795
19175,4103,3939,164
19187,14444,13532,912
19069,3253,3056,197
19013,58483,53543,4940
19099,10866,10290,576
19053,2662,2557,105
19033,21353,20100,1253
19171,7014,6070,944
19135,2941,2729,212
19173,2023,2019,4
19023,3503,3390,113
19125,13616,9858,3758
19083,6379,5184,1195
19139,14389,10218,4171
19183,5924,5521,403
19109,5435,5055,380
19029,9542,9255,287
19003,1536,1535,1
19027,8608,7743,865
19077,3674,3482,192
19117,3101,2771,330
19121,5672,5562,110
19063,4441,4132,309
19167,10659,8236,2423
19165,5158,5092,66
19039,4753,3453,1300
19155,38038,33574,4464
19049,31216,29622,1594
19179,10130,9673,457
19043,6080,5476,604
19041,7288,7187,101
19193,39305,35260,4045
19019,5566,5352,214
19157,7451,7264,187
19057,15167,14578,589
19025,3722,3592,130
19061,51576,50113,1463
19071,1518,1445,73
19185,3020,2682,338
19105,5138,4507,631
19131,3899,3817,82
19111,10699,9454,1245
19051,4507,2900,1607
19147,3057,2958,99
19091,3805,3481,324
19107,1471,1371,100
19067,5924,5144,780
19181,13780,13163,617
19197,5537,4017,1520
19085,3016,2814,202
19149,8889,6083,2806
19161,2995,2967,28
19151,1686,1556,130
19059,6680,6522,158
19191,6733,6003,730
19073,4234,3826,408
19133,1750,1645,105
19007,4120,3700,420
19045,13136,12023,1113
19001,2220,1932,288
19141,4719,4474,245
19021,8681,5513,3168
19101,6640,5837,803
19143,1441,1312,129
19011,6675,6298,377
19127,11456,8909,2547
19015,9209,8860,349
19047,6577,5110,1467
19095,5356,4867,489
19075,4028,3803,225
19129,4612,4515,97
19065,9659,8816,843
19055,4361,3705,656
19017,11078,10056,1022
19145,6008,5381,627
19079,6102,5762,340
19031,5518,5294,224
19035,4205,4015,190
19093,1833,1381,452
19195,1446,1446,0
19089,1816,1710,106
19115,4309,2816,1493
19087,6596,5477,1119
19137,3188,2673,515
19009,1916,1815,101
19177,1364,1280,84
19119,2637,2610,27
19097,6806,6660,146
19037,2731,2433,298
