ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19111,10925,9668,1257
19109,5465,5084,381
19061,52658,51162,1496
19059,6719,6556,163
19113,98769,91637,7132
19153,186415,178132,8283
19155,38274,33780,4494
19013,59150,54181,4969
19183,6015,5612,403
19125,13660,9893,3767
19165,5182,5112,70
19045,13520,12387,1133
19049,31769,30142,1627
19043,6104,5499,605
19163,67223,62663,4560
19169,37135,35300,1835
19021,8725,5549,3176
19041,7308,7202,106
19147,3064,2964,100
19083,6402,5207,1195
19039,4866,3561,1305
19139,14511,10318,4193
19103,75775,72452,3323
19033,21616,20358,1258
19031,5569,5345,224
19151,1691,1561,130
19087,6974,5780,1194
19181,13979,13350,629
19057,15340,14751,589
19191,6845,6108,737
19171,7084,6140,944
19121,5843,5728,115
19129,4618,4521,97
19117,3211,2878,333
19081,3121,2528,593
19073,4258,3841,417
19051,4538,2921,1617
19187,14666,13743,923
19017,11167,10136,1031
19027,8894,8014,880
19193,39506,35439,4067
19175,4222,4057,165
19019,5619,5403,216
19123,6426,6114,312
19137,3203,2688,515
19145,6030,5398,632
19011,6790,6410,380
19079,6129,5784,345
19003,1536,1535,1
19115,4343,2844,1499
19101,6684,5880,804
19025,3728,3593,135
19149,8909,6101,2808
19167,10728,8268,2460
19075,4191,3954,237
19127,11598,9050,2548
19131,3899,3817,82
19009,1925,1824,101
19091,3814,3490,324
19141,4826,4576,250
19023,3621,3508,113
19077,3783,3591,192
19065,9684,8840,844
19063,4476,4167,309
19197,5614,4087,1527
19069,3270,3073,197
19173,2049,2043,6
19099,11009,10433,576
19005,5026,4963,63
19047,6593,5126,1467
19029,9561,9275,286
19015,9421,9061,360
19157,7493,7306,187
19105,5155,4507,648
19067,6164,5359,805
19179,10245,9777,468
,4254,4254,0
19159,1836,1835,1
19001,2220,1932,288
19119,2666,2639,27
19143,1441,1312,129
19089,1816,1710,106
19195,1511,1511,0
19053,2672,2567,105
19135,2948,2735,213
19161,2996,2967,29
19035,4227,4037,190
19097,6903,6749,154
19085,3016,2814,202
19177,1364,1280,84
19007,4132,3712,420
19093,1836,1381,455
19107,1471,1371,100
19055,4379,3714,665
19185,3027,2689,338
19071,1528,1450,78
19189,3797,3380,417
19095,5427,4933,494
19133,1761,1645,116
19037,2731,2433,298
