ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19123,6554,6236,318
19153,188353,179911,8442
19017,11332,10299,1033
19049,32375,30721,1654
19103,75975,72636,3339
19197,5626,4094,1532
19165,5201,5127,74
19155,38416,33922,4494
19163,67825,63246,4579
19141,4837,4586,251
19193,39694,35599,4095
19113,100271,93112,7159
19185,3027,2689,338
19169,38232,36380,1852
19117,3259,2925,334
19171,7300,6356,944
19181,14172,13540,632
19055,4384,3718,666
19105,5265,4603,662
19011,6833,6451,382
19025,3728,3593,135
19029,9592,9306,286
19127,12365,9817,2548
19083,6593,5394,1199
19091,3870,3542,328
19191,6934,6182,752
19005,5029,4964,65
19187,14745,13822,923
19027,8915,8033,882
19087,7012,5800,1212
19033,21692,20419,1273
19131,3900,3818,82
19175,4248,4078,170
19013,59604,54617,4987
19161,3147,3115,32
19021,8769,5593,3176
19099,11062,10486,576
19045,13565,12418,1147
19125,13693,9916,3777
19015,9447,9087,360
19075,4217,3975,242
19023,3690,3577,113
19035,4262,4068,194
19085,3016,2814,202
19077,3794,3602,192
19179,10293,9825,468
19095,5432,4933,499
19101,6701,5897,804
19061,53026,51519,1507
19047,6700,5204,1496
19149,9007,6199,2808
19019,5622,5403,219
19189,3836,3417,419
19057,15430,14838,592
19157,7522,7327,195
19147,3068,2968,100
19121,6071,5956,115
19089,1878,1764,114
19039,4878,3573,1305
19129,4626,4526,100
19043,6228,5617,611
19139,14600,10382,4218
19031,5653,5422,231
19063,4489,4180,309
19173,2049,2043,6
19119,2724,2697,27
19167,10913,8451,2462
19059,6737,6574,163
19109,5515,5134,381
19079,6170,5807,363
19001,2230,1937,293
19159,1836,1835,1
19111,11035,9756,1279
19073,4286,3869,417
19137,3211,2693,518
19067,6180,5374,806
19081,3139,2546,593
19143,1441,1312,129
19065,9743,8898,845
19037,2731,2433,298
19041,7320,7210,110
19145,6038,5406,632
,4254,4254,0
19133,1764,1648,116
19093,1836,1381,455
19053,2688,2583,105
19097,6937,6783,154
19009,1975,1874,101
19183,6169,5766,403
19151,1691,1561,130
19115,4360,2861,1499
19003,1546,1545,1
19071,1549,1471,78
19107,1472,1372,100
19007,4143,3723,420
19051,4570,2952,1618
19069,3270,3073,197
19135,2954,2739,215
19195,1517,1517,0
19177,1364,1280,84
