ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,53631,52040,1591
19045,13802,12641,1161
19155,38782,34266,4516
19027,9286,8344,942
19075,4267,4020,247
19157,7637,7442,195
19051,4592,2972,1620
19109,5536,5155,381
19009,1976,1875,101
19057,15609,15012,597
19099,11767,11031,736
19103,77277,73869,3408
19015,9660,9284,376
19043,6269,5658,611
19169,40266,38369,1897
19049,34406,32731,1675
19189,3884,3464,420
19113,102225,95005,7220
19193,40012,35864,4148
19153,194459,185760,8699
19177,1419,1331,88
19181,14479,13823,656
19149,9030,6219,2811
19137,3291,2767,524
19097,7385,7225,160
19013,60435,55315,5120
19163,68729,64088,4641
19147,3114,3001,113
19187,14950,14004,946
19065,9998,9151,847
19023,3718,3605,113
19033,22221,20928,1293
19047,6757,5261,1496
19195,1531,1531,0
19079,6203,5829,374
19133,1839,1723,116
19041,7376,7253,123
19167,11117,8644,2473
19069,3355,3151,204
19083,6628,5419,1209
19037,2873,2575,298
19105,5379,4698,681
19139,15057,10789,4268
19029,9638,9337,301
19011,6993,6595,398
19197,5673,4136,1537
19121,6191,6071,120
19151,1860,1720,140
19059,6894,6726,168
19191,7182,6425,757
19017,11461,10419,1042
19001,2244,1949,295
19175,4310,4130,180
19039,4909,3599,1310
19063,4533,4214,319
19031,5691,5453,238
19005,5155,5081,74
,4254,4254,0
19141,4904,4643,261
19127,13005,10457,2548
19087,7461,6130,1331
19125,14060,10257,3803
19145,6110,5465,645
19179,10404,9933,471
19111,11336,10020,1316
19077,3919,3724,195
19143,1485,1356,129
19101,6854,6048,806
19035,4340,4141,199
19019,5726,5498,228
19085,3217,3013,204
19021,8820,5644,3176
19095,5706,5196,510
19135,3006,2785,221
19089,2021,1886,135
19067,6304,5475,829
19185,3058,2712,346
19119,2751,2709,42
19091,3911,3582,329
19073,4306,3889,417
19081,3152,2552,600
19171,7433,6477,956
19165,5258,5180,78
19053,2714,2609,105
19131,3900,3818,82
19115,4416,2918,1498
19055,4641,3969,672
19183,6354,5900,454
19123,6659,6324,335
19003,1551,1549,2
19173,2072,2063,9
19107,1545,1445,100
19071,1551,1473,78
19007,4189,3763,426
19025,3754,3612,142
19117,3312,2973,339
19129,4633,4533,100
19093,1883,1426,457
19159,1860,1859,1
19161,3166,3132,34
