ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,4254,4254,0
19153,199964,190883,9081
19103,78248,74812,3436
19059,6927,6759,168
19049,35541,33795,1746
19193,40307,36105,4202
19121,6240,6120,120
19013,61510,56323,5187
19039,4938,3628,1310
19163,69531,64726,4805
19155,40568,36027,4541
19169,40803,38804,1999
19015,9849,9447,402
19069,3357,3153,204
19077,3942,3747,195
19079,6517,6144,373
19027,9368,8422,946
19139,15376,11067,4309
19127,13118,10570,2548
19123,6710,6356,354
19089,2026,1891,135
19029,9664,9359,305
19081,3154,2554,600
19005,5163,5087,76
19075,4383,4128,255
19017,11576,10508,1068
19025,3798,3651,147
19061,54362,52709,1653
19031,5852,5614,238
19083,6656,5444,1212
19113,103577,96273,7304
19063,4563,4239,324
19125,14157,10334,3823
19175,4356,4166,190
19033,22476,21147,1329
19109,5575,5194,381
19099,11971,11211,760
19181,14743,14031,712
19187,15128,14170,958
19179,10549,10074,475
19189,3896,3470,426
19041,7414,7281,133
19007,4197,3771,426
19045,13960,12779,1181
19019,5751,5518,233
19065,10027,9179,848
19047,6830,5329,1501
19055,4662,3988,674
19195,1565,1565,0
19009,1976,1875,101
19149,9054,6230,2824
19021,8879,5703,3176
19131,3929,3821,108
19073,4339,3910,429
19051,4606,2978,1628
19095,5708,5198,510
19091,3927,3594,333
19173,2075,2066,9
19171,7507,6551,956
19003,1558,1556,2
19101,6914,6094,820
19067,6385,5529,856
19147,3150,3031,119
19057,15718,15121,597
19167,11160,8683,2477
19157,7947,7752,195
19161,3166,3132,34
19035,4371,4164,207
19053,2745,2640,105
19043,6277,5661,616
19145,6180,5535,645
19087,7552,6150,1402
19093,1888,1427,461
19165,5273,5193,80
19037,2874,2576,298
19111,11589,10195,1394
19197,5693,4146,1547
19191,7351,6550,801
19119,2771,2729,42
19085,3218,3014,204
19143,1485,1356,129
19135,3026,2802,224
19137,3305,2778,527
19185,3061,2713,348
19115,4436,2938,1498
19141,4939,4675,264
19183,6433,5979,454
19097,7443,7263,180
19011,7036,6637,399
19071,1552,1474,78
19159,1877,1876,1
19117,3343,2995,348
19023,3737,3624,113
19001,2271,1972,299
19129,4793,4685,108
19105,5410,4698,712
19151,1872,1732,140
19177,1438,1350,88
19133,1873,1757,116
19107,1545,1445,100
