ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19103,79583,76046,3537
19155,41352,36742,4610
19153,209306,199712,9594
19113,107349,99852,7497
19061,55381,53597,1784
19095,5776,5244,532
19007,4274,3833,441
19029,9753,9422,331
19167,11417,8917,2500
19157,8238,7969,269
19027,9475,8500,975
19049,37522,35596,1926
19021,9107,5900,3207
19011,7182,6768,414
19111,11791,10313,1478
19067,6579,5673,906
19033,23064,21623,1441
19161,3196,3157,39
19185,3095,2737,358
19013,62785,57421,5364
19181,15454,14674,780
19037,2931,2626,305
19195,1612,1612,0
19169,43238,40997,2241
19117,3403,3039,364
19163,71614,66474,5140
19077,4033,3824,209
19175,4476,4264,212
19193,41385,37052,4333
19171,7594,6638,956
19127,13870,11280,2590
19065,10136,9287,849
19179,10806,10308,498
19047,6907,5386,1521
19025,4127,3972,155
19137,3392,2846,546
19017,11872,10780,1092
19091,3966,3622,344
19019,5918,5668,250
19045,14840,13624,1216
19191,7653,6770,883
19003,1564,1560,4
19165,5342,5254,88
19125,14441,10564,3877
19015,10213,9768,445
19055,4736,4039,697
19083,6754,5526,1228
19189,3978,3530,448
19135,3068,2826,242
19031,5926,5680,246
19139,15895,11469,4426
19101,7079,6234,845
19051,4642,3005,1637
19039,5015,3704,1311
19009,2004,1903,101
19005,5266,5178,88
19187,15352,14381,971
19121,6436,6300,136
19131,4158,4040,118
19099,12410,11607,803
19109,5643,5262,381
19041,7540,7389,151
19147,3184,3059,125
19149,9171,6344,2827
19197,5812,4240,1572
19105,6150,5401,749
19173,2102,2092,10
19159,1900,1897,3
19123,6899,6516,383
19001,2323,2016,307
19063,4620,4284,336
19087,7786,6233,1553
19035,4453,4238,215
19183,6613,6149,464
19073,4393,3948,445
19141,5023,4739,284
19057,16022,15407,615
19023,3835,3699,136
19115,4497,2990,1507
19079,6569,6188,381
19081,3427,2750,677
19089,2084,1945,139
19177,1442,1352,90
19043,6336,5712,624
19069,3429,3216,213
19093,1919,1456,463
19129,4875,4753,122
19145,6432,5782,650
19059,7023,6849,174
19151,1921,1781,140
19075,4479,4178,301
19143,1527,1382,145
19133,1946,1820,126
19053,2763,2649,114
19085,3326,3118,208
19097,7522,7324,198
,5284,5284,0
19107,1581,1481,100
19119,2831,2780,51
19071,1593,1504,89
