ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,55493,53697,1796
19045,14988,13751,1237
19113,107768,100222,7546
19049,38037,36045,1992
19197,5816,4244,1572
19169,43702,41376,2326
19153,211615,201822,9793
19163,72031,66847,5184
19067,6629,5708,921
19053,2774,2659,115
19029,9776,9445,331
19193,41523,37175,4348
19033,23201,21710,1491
19079,6687,6306,381
19013,62980,57591,5389
19179,10866,10365,501
19135,3080,2836,244
19015,10250,9797,453
19031,5929,5683,246
19099,12480,11653,827
19105,6160,5409,751
19055,4760,4063,697
19019,5940,5685,255
19003,1578,1574,4
19173,2102,2092,10
19037,2931,2626,305
19155,41610,36995,4615
19161,3196,3157,39
19191,7712,6821,891
19107,1581,1481,100
19103,80078,76505,3573
19083,6766,5534,1232
19145,6712,6062,650
19057,16070,15455,615
19125,14550,10625,3925
19065,10152,9303,849
19177,1442,1352,90
19091,3978,3634,344
19027,9491,8516,975
19121,6453,6317,136
19077,4045,3835,210
19001,2326,2018,308
19165,5355,5266,89
19129,4883,4761,122
19005,5266,5178,88
19047,6925,5404,1521
19097,7549,7351,198
19043,6341,5717,624
19007,4278,3837,441
19139,15993,11541,4452
19171,7656,6700,956
19181,15512,14723,789
19187,15408,14437,971
19059,7045,6867,178
19011,7194,6780,414
19159,1900,1897,3
19089,2084,1945,139
19175,4493,4274,219
19147,3194,3069,125
19123,6939,6536,403
19157,8265,7991,274
19167,11425,8925,2500
19021,9139,5926,3213
19111,11977,10448,1529
19041,7567,7407,160
19119,2831,2780,51
19127,13954,11364,2590
19087,7832,6263,1569
19035,4465,4247,218
19131,4158,4040,118
19095,5779,5247,532
19141,5032,4748,284
19185,3103,2745,358
19017,11921,10818,1103
19183,6636,6172,464
19075,4479,4178,301
,5284,5284,0
19195,1612,1612,0
19189,3983,3531,452
19009,2004,1903,101
19117,3409,3044,365
19051,4647,3010,1637
19109,5664,5283,381
19101,7113,6252,861
19063,4629,4292,337
19073,4402,3954,448
19081,3427,2750,677
19149,9182,6355,2827
19151,1921,1781,140
19143,1527,1382,145
19039,5028,3717,1311
19085,3326,3118,208
19069,3429,3216,213
19133,1946,1820,126
19137,3397,2851,546
19093,1919,1456,463
19025,4127,3972,155
19023,3835,3699,136
19115,4505,2998,1507
19071,1593,1504,89
