ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,212921,203060,9861
19021,9169,5956,3213
19027,9536,8556,980
19049,38226,36221,2005
19181,15570,14775,795
19013,63146,57745,5401
19033,23239,21734,1505
19169,43839,41503,2336
19195,1624,1624,0
19083,6767,5535,1232
19189,3983,3531,452
19155,41719,37091,4628
19139,16039,11575,4464
19009,2004,1903,101
19005,5297,5209,88
19099,12533,11698,835
19103,80245,76625,3620
19017,11928,10824,1104
19065,10187,9329,858
19061,55651,53832,1819
19041,7571,7409,162
19147,3200,3071,129
19193,41579,37222,4357
19003,1578,1574,4
19173,2102,2092,10
19175,4508,4281,227
19067,6645,5720,925
19063,4631,4294,337
19035,4466,4247,219
19145,6714,6064,650
19057,16121,15503,618
19141,5035,4751,284
19047,6925,5404,1521
19163,72197,66971,5226
19089,2084,1945,139
19125,14572,10641,3931
19113,108821,101247,7574
19025,4127,3972,155
19107,1581,1481,100
19191,7795,6900,895
19165,5360,5270,90
19073,4413,3959,454
19159,1902,1899,3
19157,8330,8045,285
19187,15427,14449,978
19091,3984,3635,349
19087,8085,6492,1593
19015,10290,9833,457
19127,14097,11507,2590
19029,9782,9447,335
19123,6997,6587,410
19183,6642,6177,465
19179,10909,10395,514
19019,5956,5693,263
19069,3429,3216,213
19105,6168,5410,758
19081,3428,2751,677
19093,1920,1457,463
19167,11432,8932,2500
19171,7685,6727,958
19031,5942,5694,248
19037,2931,2626,305
19117,3409,3044,365
19059,7046,6868,178
19055,4784,4075,709
19039,5028,3717,1311
19079,6693,6312,381
19101,7121,6259,862
19121,6465,6329,136
19109,5667,5286,381
19011,7222,6808,414
19045,15204,13946,1258
19135,3084,2839,245
19085,3326,3118,208
19197,5876,4251,1625
19077,4054,3841,213
19075,4512,4198,314
19143,1544,1399,145
19043,6341,5717,624
19131,4159,4041,118
19149,9186,6357,2829
19095,5784,5247,537
19111,11989,10456,1533
19161,3196,3157,39
19137,3399,2851,548
19097,7557,7355,202
19007,4278,3837,441
19115,4511,2998,1513
19129,4884,4762,122
19053,2775,2660,115
,5284,5284,0
19177,1445,1354,91
19023,3835,3699,136
19071,1594,1505,89
19151,1922,1782,140
19133,1949,1823,126
19051,4652,3010,1642
19001,2327,2018,309
19119,2835,2784,51
19185,3104,2745,359
