ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,44007,41657,2350
19153,214224,204265,9959
19045,15236,13971,1265
19167,11442,8941,2501
19089,2085,1946,139
19145,6723,6073,650
19007,4297,3855,442
19171,7750,6786,964
19139,16144,11653,4491
19061,55784,53946,1838
19113,110242,102612,7630
19179,10942,10428,514
19185,3104,2745,359
19155,42033,37394,4639
19033,23318,21785,1533
19181,15657,14859,798
19103,80472,76835,3637
19097,7558,7356,202
19165,5378,5287,91
19161,3196,3157,39
19189,3989,3534,455
19197,5887,4259,1628
19187,15453,14466,987
19123,7013,6594,419
19029,9807,9472,335
19141,5044,4760,284
19025,4128,3972,156
19163,72451,67163,5288
19127,14121,11531,2590
19105,6170,5410,760
19131,4247,4129,118
19011,7245,6824,421
19151,1922,1782,140
19063,4643,4306,337
19013,63399,57966,5433
19193,41694,37332,4362
19183,6722,6253,469
19047,6935,5414,1521
19121,6475,6336,139
19111,12018,10473,1545
19119,2883,2823,60
19031,5960,5711,249
19079,6706,6325,381
19099,12605,11764,841
19049,38485,36450,2035
19019,5958,5694,264
19065,10194,9336,858
19035,4471,4251,220
19101,7169,6305,864
19037,2931,2626,305
19125,14607,10670,3937
19021,9189,5973,3216
19091,3989,3640,349
19057,16158,15537,621
19009,2004,1903,101
19175,4529,4296,233
19015,10315,9852,463
19001,2327,2018,309
19043,6352,5726,626
19077,4065,3849,216
19129,4886,4764,122
19041,7581,7417,164
19023,3835,3699,136
19075,4543,4223,320
19149,9206,6371,2835
19083,6790,5552,1238
19191,7835,6935,900
19115,4522,3009,1513
19059,7058,6880,178
19005,5339,5251,88
19195,1624,1624,0
,5284,5284,0
19053,2777,2662,115
19135,3090,2843,247
19017,12010,10901,1109
19027,9564,8576,988
19095,5798,5258,540
19087,8136,6522,1614
19177,1454,1363,91
19093,1921,1457,464
19157,8395,8095,300
19109,5684,5296,388
19173,2102,2092,10
19147,3207,3076,131
19039,5046,3725,1321
19003,1578,1574,4
19071,1594,1505,89
19073,4422,3963,459
19085,3326,3118,208
19069,3433,3220,213
19117,3434,3066,368
19067,6667,5737,930
19107,1581,1481,100
19159,1903,1899,4
19137,3407,2858,549
19143,1549,1400,149
19081,3428,2751,677
19051,4654,3012,1642
19055,4787,4077,710
19133,1952,1826,126
