ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19123,7101,6669,432
19049,38878,36796,2082
19153,217133,206973,10160
19169,44496,42114,2382
19057,16258,15635,623
19013,63775,58252,5523
19155,42451,37802,4649
19103,82350,78694,3656
19113,111664,103923,7741
19163,73088,67707,5381
19187,15537,14531,1006
19179,11018,10499,519
19099,12655,11811,844
19193,42000,37589,4411
19111,12126,10552,1574
19087,8223,6573,1650
19011,7308,6882,426
19021,9230,6004,3226
19115,4544,3031,1513
19181,15830,15017,813
19083,6853,5598,1255
19125,14676,10735,3941
19145,6739,6089,650
19007,4317,3871,446
19033,23390,21838,1552
19183,6766,6297,469
19101,7220,6347,873
19079,6750,6363,387
19127,14346,11756,2590
19139,16431,11898,4533
19135,3097,2847,250
19061,56037,54170,1867
19129,4926,4793,133
19157,8430,8115,315
19029,9826,9491,335
19091,4007,3651,356
19121,6499,6360,139
19167,11516,9008,2508
19109,5778,5345,433
19027,9620,8624,996
19051,4667,3022,1645
19171,7971,7007,964
19067,6697,5760,937
,5284,5284,0
19165,5403,5305,98
19073,4431,3971,460
19133,2045,1895,150
19149,9227,6386,2841
19117,3450,3081,369
19041,7637,7457,180
19065,10224,9357,867
19075,4565,4241,324
19017,12084,10964,1120
19015,10428,9957,471
19005,5348,5256,92
19077,4181,3953,228
19071,1612,1518,94
19059,7103,6920,183
19045,15354,14059,1295
19055,4849,4132,717
19161,3215,3173,42
19053,2792,2674,118
19147,3226,3094,132
19063,4665,4324,341
19189,4018,3555,463
19019,5976,5704,272
19141,5077,4784,293
19143,1572,1420,152
19185,3115,2752,363
19047,6965,5444,1521
19069,3460,3240,220
19119,2896,2835,61
19105,6329,5562,767
19097,7593,7382,211
19081,3466,2776,690
19037,2965,2649,316
19095,5875,5313,562
19197,5939,4293,1646
19173,2116,2105,11
19159,1916,1912,4
19039,5053,3731,1322
19175,4572,4332,240
19025,4165,4008,157
19009,2004,1903,101
19137,3450,2899,551
19131,4247,4129,118
19191,7906,7002,904
19035,4487,4266,221
19001,2331,2018,313
19031,5977,5728,249
19195,1630,1630,0
19043,6417,5789,628
19003,1583,1579,4
19093,1940,1472,468
19177,1455,1364,91
19023,3846,3709,137
19107,1608,1508,100
19085,3331,3118,213
19151,1922,1782,140
19089,2086,1947,139
