ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19103,82666,78958,3708
19163,73468,68049,5419
19183,6780,6309,471
19057,16302,15673,629
19061,56221,54333,1888
19193,42138,37718,4420
19153,218437,208168,10269
19033,23447,21883,1564
19055,4862,4143,719
19155,42672,38013,4659
19191,7953,7026,927
19113,112191,104417,7774
19013,63967,58411,5556
19127,14357,11767,2590
19181,15898,15067,831
19179,11109,10576,533
19047,6980,5451,1529
19125,14755,10806,3949
19139,16503,11952,4551
19021,9267,6040,3227
19027,9645,8642,1003
19099,13069,12158,911
19105,6372,5597,775
19087,8285,6619,1666
19029,9838,9501,337
19123,7117,6678,439
19145,6787,6114,673
19169,44633,42223,2410
19187,16270,15257,1013
19039,5065,3742,1323
19157,8536,8196,340
19049,39037,36945,2092
19195,1636,1636,0
19083,6870,5614,1256
19189,4037,3571,466
19009,2014,1913,101
19005,5359,5264,95
19017,12096,10972,1124
19065,10235,9368,867
19041,7648,7465,183
19147,3229,3095,134
19003,1587,1581,6
19173,2117,2106,11
19175,4593,4351,242
19067,6741,5798,943
19063,4671,4329,342
19035,4532,4308,224
19073,4435,3972,463
19019,5985,5707,278
19115,4551,3038,1513
19095,5876,5314,562
19097,7618,7402,216
19167,11568,9054,2514
19121,6529,6390,139
19077,4182,3954,228
19107,1608,1508,100
19059,7126,6938,188
19045,15469,14174,1295
19111,12182,10584,1598
19149,9234,6389,2845
19007,4325,3874,451
19079,6759,6368,391
19137,3460,2908,552
19025,4168,4011,157
19185,3129,2764,365
19161,3215,3173,42
19165,5441,5343,98
19069,3470,3247,223
19091,4020,3662,358
19037,2965,2649,316
19129,4935,4800,135
19131,4248,4130,118
19197,5950,4304,1646
19053,2792,2674,118
19085,3334,3118,216
19011,7345,6919,426
19101,7239,6359,880
19081,3482,2792,690
19031,5983,5734,249
19051,4670,3024,1646
19089,2121,1968,153
19015,10448,9974,474
19043,6418,5790,628
19151,1923,1783,140
19071,1615,1521,94
19159,1932,1928,4
19171,7972,7008,964
19117,3453,3084,369
19109,5812,5355,457
19135,3104,2852,252
19141,5086,4791,295
19133,2052,1897,155
19075,4581,4257,324
19001,2343,2030,313
,5276,5276,0
19023,3855,3718,137
19177,1455,1364,91
19119,2918,2856,62
19143,1573,1420,153
19093,1952,1474,478
