ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
,5276,5276,0
19045,15537,14224,1313
19153,220084,209653,10431
19057,16350,15715,635
19125,14792,10843,3949
19033,23517,21941,1576
19187,16307,15290,1017
19163,73776,68314,5462
19193,42253,37823,4430
19049,39373,37244,2129
19169,44838,42415,2423
19021,9290,6060,3230
19047,7012,5480,1532
19013,64233,58646,5587
19041,7669,7480,189
19185,3138,2773,365
19017,12121,10994,1127
19015,10479,10000,479
19091,4033,3675,358
19129,4942,4807,135
19067,6763,5815,948
19103,82889,79169,3720
19113,112632,104828,7804
19099,13121,12197,924
19155,42881,38216,4665
19009,2014,1913,101
19095,5876,5314,562
19027,9667,8662,1005
19139,16553,11982,4571
19035,4549,4320,229
19175,4603,4361,242
19191,8004,7074,930
19181,16005,15157,848
19061,56279,54384,1895
19085,3334,3118,216
19101,7332,6439,893
19079,6769,6378,391
19069,3470,3247,223
19183,6805,6333,472
19087,8329,6654,1675
19121,6551,6410,141
19161,3215,3173,42
19065,10244,9377,867
19149,9247,6398,2849
19197,5958,4312,1646
19119,2918,2856,62
19141,5093,4798,295
19089,2121,1968,153
19059,7146,6954,192
19127,14397,11807,2590
19001,2343,2030,313
19083,6902,5641,1261
19195,1636,1636,0
19189,4043,3573,470
19131,4248,4130,118
19171,7992,7028,964
19167,11589,9066,2523
19117,3465,3096,369
19111,12245,10635,1610
19135,3117,2859,258
19005,5361,5264,97
19029,9861,9517,344
19055,4863,4144,719
19011,7353,6926,427
19043,6418,5790,628
19097,7631,7415,216
19105,6383,5597,786
19165,5446,5348,98
19007,4339,3888,451
19177,1455,1364,91
19023,3855,3718,137
19093,1952,1474,478
19123,7140,6695,445
19031,5986,5737,249
19147,3233,3099,134
19133,2052,1897,155
19019,5989,5707,282
19003,1592,1586,6
19173,2117,2106,11
19063,4679,4337,342
19025,4168,4011,157
19115,4563,3050,1513
19107,1608,1508,100
19179,11161,10618,543
19037,2965,2649,316
19151,1926,1786,140
19145,6812,6136,676
19077,4182,3954,228
19157,8567,8222,345
19075,4581,4257,324
19053,2803,2685,118
19051,4672,3026,1646
19039,5076,3753,1323
19073,4444,3975,469
19109,5828,5371,457
19081,3482,2792,690
19159,1934,1930,4
19071,1615,1521,94
19143,1573,1420,153
19137,3470,2918,552
