ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,221701,211206,10495
19193,42331,37883,4448
19169,44968,42519,2449
19049,39466,37336,2130
19015,10509,10023,486
19125,14812,10861,3951
19139,16632,12045,4587
19073,4455,3985,470
19113,113277,105439,7838
19103,82995,79265,3730
19067,6773,5821,952
19189,4043,3573,470
19007,4346,3894,452
19021,9315,6079,3236
19167,11653,9128,2525
19157,8583,8233,350
19025,4168,4011,157
19163,74019,68536,5483
19187,16336,15316,1020
19033,23547,21961,1586
19095,5877,5314,563
19165,5451,5352,99
19129,4942,4807,135
19183,6842,6369,473
19045,15581,14261,1320
19013,64465,58859,5606
19059,7155,6959,196
19111,12267,10652,1615
19053,2803,2685,118
19041,7677,7482,195
19087,8357,6667,1690
19099,13184,12236,948
19117,3465,3096,369
19003,1592,1586,6
19057,16393,15758,635
19029,9871,9519,352
19137,3470,2918,552
19155,43066,38396,4670
19079,6775,6379,396
19127,14407,11815,2592
19185,3138,2773,365
19005,5404,5304,100
19101,7361,6463,898
19035,4550,4320,230
19055,4873,4154,719
19179,11182,10637,545
19135,3120,2861,259
19149,9259,6406,2853
19063,4679,4337,342
19065,10306,9439,867
19017,12144,11015,1129
19091,4037,3676,361
19083,6911,5647,1264
19047,7019,5485,1534
19145,6853,6170,683
19121,6557,6414,143
19197,5964,4318,1646
19141,5097,4799,298
19097,7655,7436,219
19105,6387,5598,789
19037,2965,2649,316
19009,2015,1914,101
19175,4615,4369,246
19069,3470,3247,223
19147,3236,3100,136
19181,16049,15193,856
19061,56342,54433,1909
19123,7155,6705,450
19109,5831,5373,458
19027,9704,8689,1015
19089,2121,1968,153
,5211,5211,0
19191,8018,7085,933
19019,6002,5718,284
19133,2055,1898,157
19173,2125,2114,11
19131,4249,4131,118
19075,4599,4267,332
19161,3215,3173,42
19001,2343,2030,313
19039,5085,3760,1325
19151,1926,1786,140
19077,4192,3964,228
19195,1636,1636,0
19011,7366,6939,427
19159,1934,1930,4
19051,4687,3041,1646
19023,3862,3718,144
19043,6424,5796,628
19107,1608,1508,100
19115,4563,3050,1513
19071,1615,1521,94
19177,1485,1386,99
19171,8002,7038,964
19031,5991,5742,249
19119,2926,2863,63
19085,3334,3118,216
19081,3526,2836,690
19093,1952,1474,478
19143,1573,1420,153
