ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,45142,42678,2464
19155,43199,38516,4683
19013,64753,59119,5634
,5211,5211,0
19103,83148,79408,3740
19127,14498,11902,2596
19171,8052,7088,964
19027,9732,8706,1026
19153,223049,212461,10588
19099,13312,12359,953
19011,7403,6967,436
19163,74406,68895,5511
19161,3215,3173,42
19113,113903,106032,7871
19075,4614,4278,336
19079,6819,6423,396
19193,42475,37995,4480
19087,8391,6690,1701
19049,39604,37458,2146
19115,4572,3059,1513
19035,4570,4337,233
19179,11225,10674,551
19145,6880,6192,688
19041,7701,7505,196
19017,12175,11044,1131
19167,11684,9156,2528
19073,4464,3990,474
19137,3490,2938,552
19111,12336,10698,1638
19059,7192,6991,201
19109,5846,5387,459
19149,9277,6422,2855
19045,15620,14284,1336
19147,3237,3100,137
19101,7389,6490,899
19191,8063,7129,934
19121,6562,6419,143
19181,16088,15228,860
19055,4913,4191,722
19105,6409,5619,790
19061,56425,54508,1917
19033,23596,21996,1600
19001,2353,2039,314
19077,4205,3976,229
19085,3334,3118,216
19039,5101,3772,1329
19023,3868,3718,150
19057,16468,15825,643
19157,8630,8273,357
19139,16695,12100,4595
19005,5413,5311,102
19175,4633,4383,250
19019,6008,5722,286
19197,5983,4335,1648
19091,4046,3682,364
19131,4263,4134,129
19081,3552,2862,690
19187,16367,15345,1022
19095,5882,5314,568
19165,5468,5368,100
19021,9328,6092,3236
19195,1637,1637,0
19083,6922,5653,1269
19189,4049,3577,472
19009,2028,1927,101
19065,10322,9451,871
19003,1592,1586,6
19173,2125,2114,11
19067,6792,5835,957
19063,4695,4348,347
19123,7203,6750,453
19183,6857,6384,473
19037,2966,2650,316
19029,9890,9534,356
19135,3144,2884,260
19159,1935,1931,4
19125,14837,10885,3952
19015,10540,10051,489
19141,5113,4813,300
19151,1926,1786,140
19031,6014,5762,252
19143,1573,1420,153
19069,3470,3247,223
19133,2059,1898,161
19047,7078,5522,1556
19093,1952,1474,478
19051,4690,3044,1646
19025,4168,4011,157
19007,4350,3897,453
19129,4958,4823,135
19043,6427,5799,628
19097,7667,7447,220
19185,3141,2776,365
19089,2121,1968,153
19177,1485,1386,99
19107,1630,1530,100
19119,2936,2873,63
19053,2803,2685,118
19117,3475,3103,372
19071,1629,1535,94
