ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19149,9462,6582,2880
19193,44052,39402,4650
19103,87739,83777,3962
19079,6980,6581,399
19033,24774,23063,1711
19011,7580,7138,442
19187,16966,15779,1187
19057,17052,16376,676
19083,7143,5843,1300
19153,236700,225390,11310
19127,14976,12320,2656
19163,78460,72649,5811
19113,120324,112149,8175
19183,7191,6679,512
19027,9989,8930,1059
19043,6493,5849,644
19155,45198,40437,4761
19105,6664,5830,834
19017,12479,11311,1168
19179,11803,11126,677
19007,4455,3994,461
19061,58153,56144,2009
19029,10160,9749,411
19055,5047,4315,732
19111,12788,11014,1774
19101,7698,6776,922
19015,10898,10372,526
19025,4222,4053,169
19099,13989,12927,1062
19049,42560,40280,2280
19139,17365,12592,4773
19125,15175,11193,3982
19157,9016,8616,400
19045,16249,14807,1442
19169,47853,45255,2598
19175,4773,4504,269
19013,67554,61705,5849
19097,7828,7585,243
19059,7365,7145,220
19065,10458,9575,883
19123,7447,6961,486
19121,6758,6610,148
19181,16575,15669,906
,5212,5211,1
19109,5964,5498,466
19145,7101,6348,753
19019,6141,5840,301
19147,3310,3170,140
19135,3288,3014,274
19197,6155,4488,1667
19069,3520,3290,230
19075,4698,4331,367
19021,9822,6368,3454
19129,5187,5045,142
19035,4681,4437,244
19005,5477,5371,106
19073,4629,4142,487
19067,6984,5992,992
19089,2163,1999,164
19159,1995,1991,4
19091,4131,3760,371
19117,3591,3215,376
19001,2405,2079,326
19009,2028,1927,101
19131,4331,4197,134
19037,3015,2689,326
19137,3580,3016,564
19191,8343,7381,962
19167,12010,9406,2604
19093,2004,1524,480
19133,2194,2011,183
19077,4376,4141,235
19031,6204,5937,267
19041,7929,7696,233
19171,8717,7750,967
19047,7239,5667,1572
19095,6003,5416,587
19087,8669,6860,1809
19165,5581,5471,110
19023,3929,3769,160
19085,3449,3215,234
19151,1961,1817,144
19053,2868,2750,118
19115,4618,3101,1517
19081,3591,2885,706
19195,1661,1660,1
19063,4788,4430,358
19189,4157,3673,484
19185,3186,2816,370
19119,2974,2904,70
19003,1613,1607,6
19173,2159,2142,17
19107,1646,1546,100
19141,5265,4947,318
19039,5252,3901,1351
19071,1657,1562,95
19051,4754,3104,1650
19161,3232,3187,45
19143,1598,1440,158
19177,1492,1391,101
