ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19045,16775,15284,1491
19047,7369,5788,1581
,5212,5211,1
19139,17815,12976,4839
19101,7899,6961,938
19049,43748,41380,2368
19013,69047,63038,6009
19079,7058,6657,401
19039,5341,3988,1353
19153,244868,233101,11767
19103,89550,85477,4073
19057,17468,16775,693
19169,49146,46464,2682
19163,80600,74619,5981
19055,5185,4433,752
19197,6353,4648,1705
19113,123121,114745,8376
19175,4899,4614,285
19009,2090,1989,101
19191,8619,7632,987
19017,12802,11603,1199
19035,4737,4484,253
19081,3631,2922,709
19125,15406,11403,4003
19029,10284,9862,422
19155,46195,41404,4791
19067,7095,6080,1015
19021,10025,6504,3521
19027,10280,9196,1084
19033,25355,23570,1785
19129,5770,5626,144
19181,16983,16041,942
19083,7255,5944,1311
19105,6790,5916,874
19145,7226,6446,780
19099,14370,13254,1116
19167,12172,9549,2623
19193,45132,40393,4739
19059,7508,7268,240
19061,59416,57348,2068
19053,2890,2772,118
19109,6080,5607,473
19041,8127,7881,246
19087,8798,6939,1859
19091,4176,3800,376
19111,13125,11300,1825
19015,11173,10637,536
19069,3579,3340,239
19183,7395,6869,526
19195,1687,1686,1
19189,4243,3747,496
19137,3625,3054,571
19177,1505,1394,111
19187,17326,16065,1261
19005,5525,5416,109
19089,2206,2042,164
19127,15536,12797,2739
19065,10618,9714,904
19165,5658,5533,125
19147,3353,3207,146
19011,7690,7231,459
19085,3471,3231,240
19019,6275,5964,311
19043,6539,5887,652
19117,3665,3276,389
19115,4654,3132,1522
19171,8891,7922,969
19185,3219,2843,376
19179,12221,11397,824
19007,4523,4050,473
19159,2027,2023,4
19051,4801,3143,1658
19135,3356,3075,281
19131,4378,4236,142
19077,4452,4208,244
19123,7584,7067,517
19149,9674,6755,2919
19107,1665,1565,100
19157,9154,8747,407
19073,4717,4218,499
19095,6083,5479,604
19097,8000,7746,254
19161,3246,3197,49
19003,1631,1623,8
19133,2278,2087,191
19025,4224,4055,169
19121,6848,6694,154
19173,2181,2162,19
19063,4834,4465,369
19001,2479,2150,329
19023,3931,3770,161
19031,6268,5991,277
19037,3045,2715,330
19151,1985,1839,146
19141,5380,5047,333
19075,4797,4417,380
19143,1620,1459,161
19071,1677,1579,98
19119,2986,2914,72
19093,2017,1526,491
