ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,81231,75180,6051
19175,4940,4649,291
19085,3485,3241,244
19073,4767,4266,501
19189,4269,3769,500
19167,12229,9603,2626
19123,7629,7104,525
19031,6303,6023,280
19153,247850,235857,11993
19061,59761,57663,2098
19083,7277,5956,1321
19027,10359,9268,1091
19065,10650,9744,906
19125,15462,11451,4011
19055,5203,4448,755
19127,15668,12915,2753
19021,10082,6548,3534
19049,44022,41637,2385
19181,17167,16217,950
19013,69525,63486,6039
19033,25474,23655,1819
19169,49481,46780,2701
19195,1698,1697,1
19155,46570,41753,4817
19139,17947,13084,4863
19053,2899,2781,118
19009,2090,1989,101
19005,5550,5439,111
19099,14458,13328,1130
19103,90196,86088,4108
19017,12894,11689,1205
19075,4821,4433,388
19041,8169,7913,256
19147,3362,3215,147
19091,4183,3805,378
19119,2995,2923,72
19193,45457,40685,4772
19003,1631,1623,8
19077,4490,4234,256
19173,2181,2162,19
19067,7123,6104,1019
19063,4867,4489,378
19035,4765,4507,258
19183,7433,6901,532
19179,12303,11451,852
19113,124002,115538,8464
19197,6402,4690,1712
19019,6307,5990,317
19079,7105,6702,403
19101,7938,6991,947
19109,6120,5643,477
19171,8943,7974,969
19187,17492,16219,1273
19089,2213,2049,164
19037,3062,2725,337
19011,7719,7260,459
19045,16981,15464,1517
19081,3650,2938,712
19131,4414,4270,144
19029,10310,9883,427
19135,3364,3080,284
19059,7544,7301,243
19159,2033,2029,4
19149,9715,6790,2925
19015,11311,10767,544
19141,5416,5078,338
19151,1994,1848,146
19143,1633,1472,161
19161,3256,3206,50
19069,3629,3385,244
19133,2289,2093,196
19137,3640,3069,571
19111,13255,11387,1868
19047,7394,5811,1583
19093,2023,1532,491
19051,4808,3150,1658
19025,4250,4073,177
19145,7252,6462,790
19057,17667,16965,702
19043,6553,5900,653
19117,3670,3280,390
19023,3937,3772,165
19039,5371,4016,1355
19107,1672,1572,100
19121,6869,6715,154
19097,8025,7769,256
19087,8834,6958,1876
19157,9199,8784,415
19165,5689,5563,126
19115,4666,3141,1525
,5211,5210,1
19007,4536,4061,475
19191,8738,7744,994
19129,5794,5649,145
19105,6833,5948,885
19095,6140,5530,610
19071,1677,1579,98
19001,2488,2157,331
19177,1505,1394,111
19185,3226,2850,376
