ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,249151,237051,12100
19021,10118,6577,3541
19027,10375,9282,1093
19049,44202,41799,2403
19181,17265,16307,958
19013,69655,63597,6058
19033,25536,23693,1843
19169,49644,46927,2717
19195,1698,1697,1
19083,7284,5963,1321
19189,4273,3773,500
19155,46767,41941,4826
19139,18000,13128,4872
19009,2090,1989,101
19005,5550,5439,111
19099,14480,13348,1132
19103,90582,86457,4125
19017,12959,11749,1210
19065,10653,9747,906
19061,59847,57735,2112
19041,8182,7926,256
19147,3366,3219,147
19193,45548,40770,4778
19003,1636,1628,8
19173,2188,2169,19
19175,4962,4669,293
19067,7138,6117,1021
19063,4872,4494,378
19035,4771,4510,261
19123,7647,7119,528
19183,7444,6911,533
19179,12342,11483,859
19073,4775,4274,501
19113,124330,115829,8501
19011,7724,7265,459
19187,17541,16263,1278
19163,81617,75545,6072
19109,6142,5665,477
19125,15501,11490,4011
19105,6836,5951,885
19165,5694,5568,126
19091,4192,3814,378
19087,8861,6984,1877
19029,10326,9899,427
19045,17063,15541,1522
19135,3376,3089,287
19129,5806,5661,145
19047,7411,5827,1584
19079,7110,6707,403
19019,6315,5997,318
19167,12236,9609,2627
19015,11358,10812,546
19141,5419,5081,338
19057,17728,17026,702
19095,6140,5530,610
19071,1677,1579,98
19101,7962,7012,950
19171,8946,7977,969
19127,15719,12958,2761
19185,3226,2850,376
19191,8759,7765,994
19043,6553,5900,653
19075,4821,4433,388
19037,3062,2725,337
19121,6873,6719,154
19039,5391,4036,1355
19149,9724,6795,2929
19053,2902,2784,118
19157,9250,8835,415
19077,4491,4235,256
19177,1505,1394,111
19059,7567,7324,243
19143,1633,1472,161
19117,3674,3281,393
19081,3651,2938,713
19131,4414,4270,144
19159,2041,2037,4
19151,1997,1851,146
19055,5206,4451,755
19031,6307,6027,280
19161,3256,3206,50
19069,3629,3385,244
19133,2289,2093,196
19137,3647,3076,571
19111,13291,11420,1871
19197,6405,4693,1712
19093,2023,1532,491
19051,4811,3153,1658
19025,4250,4073,177
19145,7269,6478,791
19007,4549,4074,475
19023,3937,3772,165
,5211,5210,1
19097,8036,7779,257
19001,2488,2157,331
19085,3485,3241,244
19119,2995,2923,72
19089,2213,2049,164
19115,4668,3143,1525
19107,1672,1572,100
