ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19167,12241,9614,2627
19153,249472,237337,12135
19057,17761,17054,707
19041,8192,7932,260
19039,5392,4037,1355
19121,6873,6719,154
19177,1505,1394,111
19049,44254,41848,2406
19155,46810,41984,4826
19063,4874,4496,378
19065,10657,9751,906
19109,6147,5670,477
19163,81775,75692,6083
19139,18012,13135,4877
19083,7288,5967,1321
19017,12969,11755,1214
19033,25558,23709,1849
19193,45578,40798,4780
19013,69694,63635,6059
19149,9731,6802,2929
19027,10377,9284,1093
19015,11367,10819,548
19019,6317,5999,318
19117,3674,3281,393
19187,17552,16271,1281
19035,4772,4511,261
19101,7967,7016,951
19169,49692,46966,2726
19151,1997,1851,146
19099,14486,13354,1132
19165,5696,5570,126
19103,90649,86512,4137
19125,15510,11499,4011
19119,2995,2923,72
19113,124427,115913,8514
19191,8763,7769,994
19077,4491,4235,256
19145,7277,6486,791
19127,15741,12971,2770
19061,59859,57747,2112
19181,17272,16311,961
19133,2289,2093,196
19045,17078,15556,1522
19003,1643,1635,8
19043,6553,5900,653
,5212,5211,1
19029,10335,9908,427
19171,8946,7977,969
19021,10129,6588,3541
19111,13305,11433,1872
19011,7724,7265,459
19079,7114,6711,403
19007,4549,4074,475
19179,12353,11493,860
19173,2188,2169,19
19087,8868,6991,1877
19095,6140,5530,610
19105,6837,5952,885
19031,6307,6027,280
19189,4275,3775,500
19075,4821,4433,388
19097,8036,7779,257
19129,5808,5663,145
19123,7655,7125,530
19085,3485,3241,244
19091,4195,3817,378
19023,3937,3772,165
19185,3226,2850,376
19005,5550,5439,111
19073,4776,4275,501
19159,2041,2037,4
19147,3368,3221,147
19025,4250,4073,177
19067,7142,6121,1021
19175,4964,4671,293
19047,7425,5841,1584
19135,3377,3090,287
19157,9256,8841,415
19051,4812,3154,1658
19141,5421,5083,338
19053,2904,2786,118
19197,6405,4693,1712
19107,1672,1572,100
19131,4414,4270,144
19183,7463,6929,534
19069,3629,3385,244
19037,3062,2725,337
19055,5206,4451,755
19081,3651,2938,713
19009,2090,1989,101
19195,1698,1697,1
19059,7569,7326,243
19071,1677,1579,98
19001,2488,2157,331
19161,3256,3206,50
19143,1633,1472,161
19137,3675,3104,571
19115,4668,3143,1525
19093,2023,1532,491
19089,2213,2049,164
