ADMIN_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,274033,258608,15425
19059,8035,7750,285
19021,11145,7287,3858
19027,11120,9875,1245
19049,47918,45098,2820
19181,18339,17195,1144
19013,74934,68528,6406
19033,27549,25434,2115
19169,52961,49730,3231
19195,1756,1755,1
19083,7594,6243,1351
19189,4523,4010,513
19081,3759,3016,743
19155,50281,45294,4987
19139,19362,14120,5242
19009,2129,2028,101
19005,5841,5713,128
19099,15383,14163,1220
19103,95683,91078,4605
19017,14025,12561,1464
19065,11129,10169,960
19061,63234,60818,2416
19041,8637,8324,313
19063,5071,4657,414
19147,3521,3351,170
19193,49622,44554,5068
19003,1692,1673,19
19173,2280,2245,35
19175,5344,4990,354
19067,7667,6447,1220
19035,5107,4735,372
19123,8156,7567,589
19183,7982,7388,594
19179,13394,12348,1046
19073,4959,4434,525
19113,133101,123488,9613
19019,6766,6392,374
19101,8536,7533,1003
19127,17402,14163,3239
19109,6531,6003,528
19187,18872,17437,1435
19037,3183,2821,362
19011,8094,7612,482
19141,5736,5336,400
19045,18718,17008,1710
19131,4661,4469,192
19029,10735,10262,473
19135,3624,3251,373
19159,2129,2123,6
19163,88089,81348,6741
19125,16398,12256,4142
19149,10180,7185,2995
19015,12066,11459,607
19091,4408,3972,436
19151,2096,1917,179
19055,5535,4713,822
19031,6587,6289,298
19167,12964,10176,2788
19143,1720,1521,199
19161,3297,3227,70
19069,3779,3500,279
19133,2381,2150,231
19075,5126,4619,507
19171,9184,8200,984
19137,3917,3312,605
19111,14502,12313,2189
19197,6745,4936,1809
19047,7835,6227,1608
19077,4722,4401,321
19093,2139,1605,534
19051,4968,3271,1697
19025,4309,4093,216
19145,7733,6878,855
19057,19296,18524,772
19007,4765,4249,516
19157,9703,9239,464
19191,9401,8330,1071
19023,4019,3826,193
19087,9528,7463,2065
19053,3031,2894,137
19097,8448,8145,303
19001,2558,2214,344
19079,7428,7006,422
19039,5714,4327,1387
19095,6364,5711,653
19119,3122,3008,114
19043,6676,6007,669
19085,3579,3308,271
19117,3872,3431,441
19107,1713,1613,100
19165,6047,5864,183
19185,3335,2926,409
19115,4802,3231,1571
19121,7155,6973,182
19177,1551,1420,131
,5211,5210,1
19105,7264,6275,989
19129,6103,5932,171
19089,2432,2203,229
19071,1706,1608,98
