ADMIN_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,275026,259555,15471
19059,8069,7780,289
19021,11188,7330,3858
19027,11170,9915,1255
19049,48082,45262,2820
19181,18388,17244,1144
19013,75167,68761,6406
19033,27640,25521,2119
19169,53167,49932,3235
19195,1756,1755,1
19083,7613,6262,1351
19189,4528,4015,513
19081,3765,3020,745
19155,50446,45451,4995
19139,19500,14250,5250
19009,2129,2028,101
19005,5859,5731,128
19099,15415,14195,1220
19103,96044,91416,4628
19017,14098,12620,1478
19065,11142,10182,960
19061,63394,60972,2422
19041,8663,8350,313
19063,5079,4662,417
19147,3531,3357,174
19193,49825,44754,5071
19003,1693,1673,20
19173,2285,2249,36
19175,5366,5010,356
19067,7753,6532,1221
19035,5118,4746,372
19123,8188,7599,589
19183,8003,7409,594
19179,13451,12400,1051
19073,4965,4440,525
19113,133954,124313,9641
19019,6807,6433,374
19101,8551,7548,1003
19127,17470,14221,3249
19109,6542,6013,529
19187,18952,17517,1435
19037,3184,2822,362
19011,8115,7630,485
19141,5753,5340,413
19045,18791,17081,1710
19131,4665,4471,194
19029,10746,10273,473
19135,3625,3252,373
19159,2138,2132,6
19163,88338,81573,6765
19125,16457,12297,4160
19149,10214,7219,2995
19015,12093,11486,607
19091,4417,3981,436
19151,2096,1917,179
19055,5583,4761,822
19031,6607,6307,300
19167,12994,10206,2788
19143,1725,1521,204
19161,3297,3227,70
19069,3798,3518,280
19133,2395,2164,231
19075,5209,4699,510
19171,9204,8219,985
19137,3939,3333,606
19111,14561,12371,2190
19197,6794,4979,1815
19047,7853,6245,1608
19077,4728,4407,321
19093,2147,1610,537
19051,4978,3281,1697
19025,4314,4093,221
19145,7750,6895,855
19057,19413,18617,796
19007,4779,4263,516
19157,9746,9269,477
19191,9424,8353,1071
19023,4019,3826,193
19087,9559,7480,2079
19053,3042,2905,137
19097,8468,8165,303
19001,2563,2219,344
19079,7440,7018,422
19039,5728,4341,1387
19095,6383,5729,654
19119,3126,3012,114
19043,6678,6009,669
19085,3585,3314,271
19117,3874,3433,441
19107,1715,1615,100
19165,6066,5879,187
19185,3335,2926,409
19115,4810,3239,1571
19121,7186,6997,189
19177,1551,1420,131
,5211,5210,1
19105,7286,6293,993
19129,6124,5945,179
19089,2439,2210,229
19071,1717,1619,98
