ADMIN_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,276144,260639,15505
19059,8096,7807,289
19021,11243,7380,3863
19027,11193,9936,1257
19049,48287,45464,2823
19181,18453,17302,1151
19013,75454,69042,6412
19033,27735,25610,2125
19169,53335,50086,3249
19195,1757,1756,1
19083,7630,6279,1351
19189,4553,4040,513
19081,3793,3044,749
19155,50647,45649,4998
19139,19579,14323,5256
19009,2131,2030,101
19005,5867,5738,129
19099,15487,14267,1220
19103,96254,91615,4639
19017,14146,12661,1485
19065,11163,10203,960
19061,63576,61147,2429
19041,8685,8372,313
19063,5105,4686,419
19147,3539,3365,174
19193,50034,44962,5072
19003,1695,1675,20
19173,2288,2251,37
19175,5384,5028,356
19067,7774,6552,1222
19035,5127,4755,372
19123,8227,7638,589
19183,8039,7441,598
19179,13498,12447,1051
19073,4979,4454,525
19113,134386,124722,9664
19019,6837,6459,378
19101,8573,7570,1003
19127,17565,14307,3258
19109,6569,6036,533
19187,19023,17588,1435
19037,3197,2835,362
19011,8127,7640,487
19141,5784,5366,418
19045,18880,17166,1714
19131,4689,4494,195
19029,10765,10292,473
19135,3633,3258,375
19159,2147,2141,6
19163,88641,81849,6792
19125,16501,12341,4160
19149,10254,7259,2995
19015,12122,11511,611
19091,4426,3990,436
19151,2096,1917,179
19055,5609,4787,822
19031,6619,6318,301
19167,13015,10227,2788
19143,1725,1521,204
19161,3306,3236,70
19069,3805,3524,281
19133,2410,2179,231
19075,5221,4709,512
19171,9216,8231,985
19137,3961,3355,606
19111,14664,12456,2208
19197,6824,5001,1823
19047,7880,6272,1608
19077,4752,4429,323
19093,2157,1616,541
19051,4992,3292,1700
19025,4323,4101,222
19145,7779,6924,855
19057,19502,18704,798
19007,4790,4274,516
19157,9782,9295,487
19191,9466,8395,1071
19023,4021,3828,193
19087,9624,7517,2107
19053,3048,2911,137
19097,8497,8194,303
19001,2568,2224,344
19079,7468,7042,426
19039,5757,4370,1387
19095,6400,5746,654
19119,3139,3023,116
19043,6691,6023,668
19085,3594,3323,271
19117,3896,3454,442
19107,1721,1621,100
19165,6081,5892,189
19185,3349,2940,409
19115,4816,3243,1573
19121,7197,7008,189
19177,1554,1420,134
,5211,5210,1
19105,7314,6321,993
19129,6440,6257,183
19089,2454,2220,234
19071,1717,1619,98
