RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19163,40615,37262,3353
19153,108710,101091,7619
19113,60693,54418,6275
19169,21444,20055,1389
19179,8001,6135,1866
19139,11537,8416,3121
19193,22966,20105,2861
19013,35931,32030,3901
19111,7654,6807,847
19067,3931,3691,240
19099,8531,7734,797
19141,3869,3477,392
19167,7586,6221,1365
19133,2577,2446,131
19033,12898,11857,1041
19037,3595,3065,530
19143,1435,1299,136
19077,3041,2825,216
19083,4864,4186,678
19021,6335,3781,2554
19147,2435,2297,138
19045,10399,9446,953
19103,47745,44320,3425
19165,3222,3083,139
19003,996,968,28
19049,20368,18833,1535
19177,1349,1227,122
19061,28427,27413,1014
19187,9317,8464,853
19079,4358,3838,520
19041,3969,3746,223
19155,21116,19434,1682
19087,4379,4011,368
19043,5131,4683,448
19137,2870,2445,425
19115,2914,2027,887
19181,11787,11105,682
19015,7401,7014,387
19001,1879,1671,208
19175,2875,2764,111
19031,5278,4801,477
19191,5448,4889,559
19075,3824,3546,278
19127,10005,7879,2126
19171,5147,4467,680
19129,3289,3091,198
19029,4202,3982,220
19017,7773,6963,810
19007,3128,2838,290
19019,5504,5082,422
19157,4574,4314,260
19101,3756,3246,510
19051,1654,1573,81
19089,2266,1950,316
19085,3304,3038,266
19131,3154,3103,51
19125,8525,6760,1765
19055,4399,3806,593
19159,1352,1327,25
19185,1525,1398,127
19027,6050,5292,758
19091,2396,2108,288
19039,2657,2069,588
19063,2676,2447,229
19097,5012,4789,223
19151,1698,1535,163
19145,3995,3624,371
19073,2531,2193,338
19005,3818,3703,115
19057,9714,9142,572
19149,7130,5307,1823
19023,4535,4270,265
19047,4420,3279,1141
19095,4918,4438,480
19081,2821,2514,307
19109,4420,4021,399
19161,2809,2580,229
19121,3677,3498,179
19011,6931,6236,695
19009,1792,1687,105
19025,2991,2795,196
19119,2271,2154,117
19173,1667,1631,36
19059,4976,4833,143
19105,5468,4765,703
19035,3082,2800,282
19135,1905,1681,224
19197,3673,2943,730
19183,5748,5277,471
19117,1933,1653,280
19069,2633,2380,253
19123,4391,3850,541
,107,62,45
19093,1801,1534,267
19071,1632,1487,145
19053,1648,1479,169
19107,2401,2187,214
19065,6029,5604,425
19195,1910,1792,118
19189,2734,2290,444
