RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,63707,57351,6356
19171,5238,4553,685
19153,114495,106877,7618
19123,4531,3989,542
19149,7447,5620,1827
19077,3161,2945,216
19163,42786,39433,3353
19059,5357,5214,143
19021,6594,4027,2567
19087,4612,4244,368
19179,8251,6383,1868
19129,3522,3324,198
19155,21386,19699,1687
19139,11999,8877,3122
19013,37214,33298,3916
19061,31105,30084,1021
19169,22790,21394,1396
19033,13569,12528,1041
19193,23416,20537,2879
19099,8902,8105,797
19157,4665,4405,260
19101,3935,3425,510
19127,10349,8218,2131
19055,4674,4036,638
19187,9767,8914,853
19049,21506,19971,1535
19007,3258,2967,291
19085,3361,3094,267
19095,4989,4508,481
19121,3794,3614,180
19079,4489,3969,520
19195,1967,1849,118
19043,5274,4821,453
19191,5748,5188,560
19005,3931,3816,115
19019,6163,5737,426
19081,2862,2555,307
19089,2389,2073,316
19147,2570,2432,138
19065,6301,5874,427
19109,4508,4108,400
19037,3668,3138,530
19103,48997,45559,3438
19091,2488,2200,288
19083,5060,4382,678
19045,10980,10027,953
19161,2999,2769,230
19141,4130,3737,393
19047,4651,3509,1142
19093,1846,1579,267
19197,4105,3374,731
19125,8809,7051,1758
19063,2750,2521,229
19035,3414,3131,283
19025,3154,2958,196
19009,1888,1783,105
19185,1539,1412,127
19039,2740,2152,588
19075,3894,3615,279
19041,4329,4106,223
19137,3002,2577,425
19067,4188,3948,240
19071,1677,1532,145
19053,1790,1621,169
19015,7672,7281,391
19031,5435,4958,477
19057,9863,9291,572
19011,7233,6537,696
19073,2628,2290,338
19183,5899,5426,473
19105,5647,4939,708
19167,7895,6525,1370
19111,7908,7061,847
19017,8125,7315,810
19181,12249,11566,683
19145,4073,3702,371
19117,1952,1672,280
19133,2669,2537,132
19119,2381,2263,118
19023,4698,4432,266
19189,2894,2450,444
19143,1521,1385,136
19097,5206,4982,224
19027,6424,5666,758
19115,3001,2112,889
19159,1468,1443,25
19131,3173,3122,51
19003,1056,1028,28
19029,4233,4013,220
19165,3445,3306,139
19107,2433,2219,214
19151,1845,1682,163
19069,2867,2614,253
,112,67,45
19001,1951,1743,208
19175,2997,2886,111
19135,1959,1735,224
19051,1756,1675,81
19173,1719,1683,36
19177,1386,1264,122
