RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,117616,109997,7619
19013,37406,33490,3916
19049,22085,20550,1535
19113,64510,58095,6415
19019,6179,5749,430
19011,7272,6568,704
19081,2865,2558,307
19095,5009,4527,482
19147,2586,2448,138
19103,50061,46601,3460
19191,5789,5229,560
19169,23418,22022,1396
19121,3822,3642,180
19109,4535,4135,400
19163,43079,39726,3353
19127,10848,8717,2131
19005,3934,3819,115
19045,11132,10179,953
19183,5959,5484,475
19139,12161,9028,3133
19155,21466,19779,1687
19193,23610,20731,2879
19091,2509,2221,288
19145,4108,3737,371
19079,4766,4245,521
19067,4212,3973,239
19165,3454,3315,139
19181,12490,11806,684
19105,5674,4966,708
19033,13624,12583,1041
19179,8295,6426,1869
19001,1973,1765,208
19083,5119,4441,678
19039,2749,2161,588
19021,6618,4047,2571
19029,4237,4017,220
19015,7814,7423,391
19111,7948,7099,849
19171,5263,4578,685
19187,9843,8988,855
19023,4706,4440,266
19043,5306,4853,453
19141,4141,3748,393
19061,31527,30503,1024
19057,9913,9341,572
19177,1433,1307,126
19125,8844,7086,1758
19075,3906,3627,279
19129,3534,3336,198
19101,4201,3691,510
19017,8177,7367,810
19159,1481,1456,25
19161,3005,2774,231
19099,8982,8185,797
19035,3434,3150,284
19055,4740,4091,649
19157,4702,4440,262
19009,1892,1787,105
19137,3016,2591,425
19077,3172,2956,216
19197,4133,3402,731
19135,1962,1738,224
19041,4371,4146,225
19167,7962,6592,1370
19071,1680,1535,145
19123,4550,4008,542
19149,7474,5647,1827
19047,4674,3532,1142
19027,6505,5746,759
19053,1829,1660,169
19093,1851,1584,267
19037,3693,3163,530
19089,2394,2078,316
19025,3160,2964,196
19185,1542,1415,127
19087,4633,4265,368
19007,3280,2989,291
19119,2383,2265,118
19073,2639,2301,338
19175,3032,2921,111
19189,2906,2462,444
19069,2877,2624,253
19003,1087,1059,28
19173,1790,1754,36
19195,1972,1854,118
19031,5589,5107,482
19131,3174,3123,51
19051,1759,1678,81
19065,6370,5943,427
19115,3032,2142,890
19085,3568,3301,267
19151,1850,1686,164
19063,2760,2531,229
19107,2452,2238,214
19097,5309,5085,224
19059,5389,5246,143
19133,2670,2538,132
,114,69,45
19143,1529,1393,136
19117,1959,1679,280
