RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,37497,33566,3931
19019,6182,5751,431
19081,2865,2558,307
19153,118296,110677,7619
19147,2586,2448,138
19191,6451,5891,560
19169,23455,22059,1396
19109,4535,4135,400
19127,10868,8737,2131
19139,12169,9034,3135
19193,23634,20755,2879
19103,50228,46767,3461
19091,2511,2223,288
19101,4544,4034,510
19123,4556,4014,542
19083,5139,4460,679
19045,11138,10185,953
19149,7476,5649,1827
19161,3005,2774,231
19049,22274,20739,1535
19179,8344,6474,1870
19163,43221,39867,3354
19121,3836,3656,180
19033,13625,12584,1041
19171,5275,4590,685
19141,4159,3766,393
19047,4684,3542,1142
19055,4752,4095,657
19043,5308,4855,453
19187,9848,8993,855
19021,6618,4047,2571
19093,1857,1590,267
19197,4133,3402,731
19145,4108,3737,371
19125,8850,7092,1758
19015,7855,7464,391
19113,64583,58165,6418
19151,1850,1686,164
19035,3436,3152,284
19155,21467,19780,1687
19025,3161,2965,196
19037,3701,3171,530
19057,9931,9359,572
19009,1892,1787,105
19135,1962,1738,224
19185,1544,1417,127
19039,2749,2161,588
19173,1790,1754,36
19095,5019,4537,482
19087,4708,4340,368
19181,12572,11888,684
19119,2388,2270,118
19041,4372,4147,225
19137,3017,2592,425
19071,1680,1535,145
19023,4711,4445,266
19053,1829,1660,169
19031,5654,5172,482
19017,8185,7374,811
19061,31600,30576,1024
19129,3534,3336,198
19195,1972,1854,118
19167,7969,6599,1370
19099,8998,8201,797
19107,2485,2271,214
19115,3038,2148,890
19069,2879,2626,253
19183,6011,5536,475
19157,4724,4462,262
19111,7961,7112,849
19007,3280,2989,291
19073,2646,2308,338
19165,3454,3315,139
19189,2906,2462,444
19065,6382,5954,428
19011,7285,6581,704
19029,4237,4017,220
19059,5389,5246,143
19079,4774,4253,521
19067,4213,3974,239
19085,3570,3303,267
19089,2439,2123,316
19105,5677,4968,709
19001,1979,1771,208
19077,3176,2960,216
19075,3991,3711,280
19097,5313,5089,224
19159,1481,1456,25
19003,1087,1059,28
19027,6522,5763,759
19175,3034,2923,111
19063,2760,2531,229
19005,3969,3854,115
,111,70,41
19117,1959,1679,280
19131,3175,3124,51
19051,1767,1686,81
19133,2670,2538,132
19143,1534,1398,136
19177,1447,1321,126
