RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,70951,64532,6419
19067,4532,4293,239
19153,128489,120829,7660
19131,3299,3248,51
19177,1552,1426,126
19049,24494,22958,1536
19061,34035,33007,1028
19015,8331,7940,391
19103,54899,51425,3474
19169,25632,24234,1398
19095,5226,4743,483
19035,3564,3280,284
19193,27177,24292,2885
19167,8503,7126,1377
19043,5630,5177,453
19005,4153,4038,115
19125,9021,7261,1760
19109,4854,4451,403
19163,45814,42456,3358
19089,2565,2249,316
19063,2853,2624,229
19013,40366,36415,3951
19057,10086,9513,573
19023,4964,4698,266
19019,6572,6141,431
19081,3052,2744,308
19147,2756,2618,138
19055,5142,4484,658
19191,6810,6249,561
19093,1963,1696,267
19157,5191,4929,262
19127,11412,9278,2134
19111,8373,7523,850
19139,12882,9748,3134
19155,21979,20292,1687
19011,7817,7112,705
19091,3126,2838,288
19031,6026,5544,482
19101,4749,4239,510
19123,4853,4311,542
19143,1566,1430,136
19187,10715,9860,855
19129,3814,3615,199
19115,3124,2234,890
19105,6045,5336,709
19149,7868,6040,1828
19087,4851,4459,392
19135,2017,1793,224
19045,12049,11094,955
19033,13924,12883,1041
19041,4733,4508,225
19121,4172,3991,181
19159,1553,1528,25
19029,4443,4223,220
19117,2096,1816,280
19017,8650,7836,814
19051,1941,1860,81
19065,6597,6169,428
19077,3450,3234,216
19181,13372,12686,686
19151,1952,1788,164
19107,2651,2437,214
19197,4328,3597,731
19171,5517,4832,685
19037,3869,3339,530
19161,3067,2836,231
19009,2044,1939,105
19083,5478,4799,679
19119,2537,2419,118
19003,1119,1091,28
19179,8957,7086,1871
19145,4466,4095,371
19141,4382,3988,394
19047,4985,3843,1142
19189,3160,2716,444
19021,6835,4264,2571
19099,9695,8897,798
19025,3313,3117,196
19185,1612,1485,127
19039,2839,2251,588
19069,3134,2881,253
19137,3186,2761,425
19071,1835,1688,147
19079,4910,4389,521
19053,1926,1757,169
19007,3445,3154,291
19027,7688,6929,759
19001,2112,1903,209
19195,2094,1976,118
19073,2903,2565,338
19085,3644,3377,267
19173,1817,1781,36
19165,3747,3607,140
19097,5685,5461,224
19175,3296,3185,111
19075,4274,3993,281
19059,5820,5677,143
19183,6394,5919,475
19133,2766,2634,132
,29,23,6
