RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,41202,37251,3951
19019,6641,6210,431
19081,3083,2775,308
19153,132326,124666,7660
19147,2786,2648,138
19191,6907,6346,561
19169,26571,25173,1398
19109,4871,4468,403
19127,11520,9386,2134
19139,12955,9821,3134
19193,27551,24666,2885
19103,55472,51998,3474
19091,3151,2863,288
19101,4841,4331,510
19123,5000,4458,542
19083,5519,4840,679
19045,12250,11295,955
19149,8081,6253,1828
19161,3215,2984,231
19049,25299,23763,1536
19179,9144,7273,1871
19163,47248,43889,3359
19121,4284,4103,181
19033,14488,13447,1041
19171,5589,4904,685
19141,4430,4036,394
19047,5038,3896,1142
19055,5197,4539,658
19043,5653,5200,453
19187,11134,10279,855
19021,7035,4464,2571
19093,1990,1723,267
19197,4360,3629,731
19125,9560,7800,1760
19035,3743,3459,284
19025,3391,3195,196
19037,3887,3357,530
19009,2054,1949,105
19185,1640,1513,127
19039,2855,2267,588
19095,5262,4779,483
19087,4896,4504,392
19155,24387,22700,1687
19113,72354,65935,6419
19079,5017,4496,521
19167,8554,7177,1377
19135,2086,1862,224
19015,8438,8047,391
19071,1847,1700,147
19157,5370,5108,262
19181,13653,12967,686
19041,4828,4603,225
19099,9909,9111,798
19137,3195,2770,425
19061,35321,34291,1030
19057,10605,10032,573
19053,1936,1767,169
19027,7854,7095,759
19105,6147,5438,709
19115,3160,2270,890
19011,7918,7213,705
19183,6569,6094,475
19073,2946,2608,338
19031,6090,5608,482
19133,2778,2646,132
19111,8550,7700,850
19097,5753,5529,224
19001,2120,1911,209
19085,3879,3612,267
19017,8750,7936,814
19069,3254,3001,253
19067,4598,4359,239
19065,6692,6264,428
19023,5007,4741,266
19075,4358,4077,281
19131,3312,3261,51
19063,2868,2639,229
19189,3203,2759,444
19159,1575,1550,25
19007,3531,3240,291
19003,1159,1131,28
19029,4466,4246,220
19129,3846,3647,199
19195,2136,2018,118
19119,2586,2468,118
19175,3320,3209,111
19059,5889,5746,143
19077,3475,3259,216
19005,4235,4120,115
19145,4506,4135,371
19117,2112,1832,280
19165,3787,3647,140
19151,2048,1884,164
19051,1961,1880,81
19089,2711,2395,316
19173,1860,1824,36
19177,1642,1516,126
19143,1682,1546,136
19107,2693,2479,214
,34,28,6
