RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19083,5588,4909,679
19103,57351,53877,3474
19131,3315,3263,52
19153,139519,131861,7658
19021,7105,4534,2571
19013,41942,37990,3952
19033,14605,13561,1044
19061,35961,34927,1034
19169,27990,26592,1398
19115,3175,2285,890
19167,8609,7232,1377
19155,24585,22898,1687
19163,48268,44909,3359
19111,8702,7852,850
19065,6852,6424,428
19031,6181,5699,482
19113,74276,67857,6419
19125,9647,7887,1760
19137,3228,2803,425
19029,4482,4262,220
19109,4925,4522,403
19107,2716,2502,214
19181,14280,13594,686
19049,26575,25039,1536
19105,6406,5697,709
19015,8734,8343,391
19145,4548,4177,371
19045,12652,11696,956
19173,1888,1852,36
19193,27884,24994,2890
19025,3403,3207,196
19059,6029,5886,143
19123,5117,4575,542
19147,2807,2669,138
19053,1952,1783,169
19077,3495,3279,216
19009,2062,1957,105
19133,2789,2657,132
19011,8040,7335,705
19177,1665,1539,126
19175,3398,3287,111
19041,4879,4654,225
19141,4455,4061,394
19017,8884,8070,814
19149,8115,6287,1828
19183,6687,6212,475
19069,3271,3018,253
19091,3178,2890,288
19117,2139,1859,280
19179,9265,7394,1871
19129,3884,3685,199
19099,10187,9389,798
19075,4442,4161,281
19039,2880,2292,588
19051,1974,1893,81
19119,2642,2524,118
19035,3782,3498,284
19189,3253,2809,444
19073,3027,2689,338
19171,5622,4937,685
19161,3223,2992,231
19067,4651,4412,239
19023,5045,4779,266
19001,2140,1930,210
19187,11620,10766,854
19121,4370,4189,181
19139,13269,10134,3135
19095,5324,4841,483
19019,6679,6248,431
19081,3164,2856,308
19191,7020,6459,561
19055,5273,4613,660
19005,4260,4145,115
19127,11676,9542,2134
19057,10690,10117,573
19027,7909,7150,759
19101,5006,4496,510
19197,4457,3726,731
19195,2186,2067,119
19063,2887,2658,229
19047,5078,3936,1142
19157,5447,5185,262
19087,4940,4548,392
19089,2719,2403,316
19037,3931,3401,530
19165,3823,3683,140
19043,5672,5217,455
19151,2077,1913,164
19143,1689,1553,136
19085,3894,3627,267
19093,2016,1749,267
19185,1676,1549,127
19071,1861,1714,147
19079,5295,4774,521
19097,5839,5615,224
19159,1588,1563,25
19003,1175,1147,28
19007,3599,3308,291
19135,2101,1877,224
,32,26,6
