RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19013,42570,38604,3966
19019,6730,6300,430
19081,3185,2876,309
19153,143734,136028,7706
19147,2835,2697,138
19191,7075,6514,561
19169,28880,27364,1516
19109,4955,4551,404
19127,11813,9674,2139
19139,13409,10267,3142
19193,29071,26144,2927
19103,59022,55534,3488
19091,3196,2908,288
19101,5047,4536,511
19123,5146,4600,546
19083,5724,5045,679
19045,12768,11813,955
19149,8181,6345,1836
19161,3236,3004,232
19049,27469,25926,1543
19179,9385,7515,1870
19163,49023,45663,3360
19121,4425,4242,183
19033,14700,13638,1062
19171,5675,4990,685
19141,4520,4128,392
19047,5122,3980,1142
19055,5331,4667,664
19043,5777,5321,456
19187,11740,10881,859
19021,7183,4614,2569
19093,2040,1773,267
19027,8020,7255,765
19067,4760,4517,243
19061,37023,35974,1049
19085,3924,3656,268
19075,4535,4252,283
19113,76277,69830,6447
19029,4507,4279,228
19181,14629,13942,687
19135,2118,1894,224
19039,2898,2310,588
19155,24856,23168,1688
19099,10262,9459,803
19023,5156,4889,267
19145,4786,4416,370
19183,6798,6321,477
19157,5528,5256,272
19051,1995,1914,81
19117,2253,1973,280
19025,3412,3215,197
19185,1690,1562,128
19031,6285,5803,482
19131,3430,3377,53
19197,4478,3747,731
19015,8942,8541,401
19007,3621,3330,291
19041,4976,4748,228
19189,3295,2849,446
19065,6904,6477,427
19017,9012,8197,815
19079,5330,4804,526
19037,3957,3427,530
19087,5133,4743,390
19001,2171,1960,211
19111,9133,8284,849
19177,1716,1590,126
19165,3954,3813,141
19059,6120,5973,147
19011,8509,7804,705
19035,3835,3551,284
19105,6465,5755,710
19095,5550,5067,483
19071,1910,1763,147
19073,3117,2779,338
19063,2981,2752,229
19195,2201,2078,123
19167,8659,7282,1377
19129,3931,3732,199
19125,9877,8108,1769
19069,3285,3031,254
19003,1194,1166,28
19097,5929,5706,223
19143,1700,1563,137
19053,1965,1792,173
19057,10840,10268,572
19107,2741,2527,214
19137,3260,2833,427
19089,2752,2435,317
19151,2098,1934,164
19009,2071,1964,107
19133,2842,2710,132
19115,3330,2442,888
19119,2716,2596,120
19077,3549,3333,216
19005,4270,4155,115
19175,3528,3414,114
19159,1601,1575,26
19173,1901,1864,37
,32,26,6
