RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,150610,142698,7912
19103,62172,58553,3619
19113,79762,73264,6498
19085,3951,3683,268
19127,12481,10334,2147
19187,11908,11041,867
19033,15224,14139,1085
19161,3264,3030,234
19179,9747,7869,1878
19023,5279,4991,288
19163,51455,48066,3389
19075,4647,4352,295
19155,25242,23551,1691
19105,6759,6045,714
19067,4894,4638,256
19157,5916,5638,278
19013,44473,40459,4014
19193,31017,27965,3052
19019,7045,6608,437
19081,3345,3035,310
19147,2986,2848,138
19191,7505,6865,640
19169,30469,28794,1675
19109,5217,4810,407
19139,13879,10730,3149
19091,3228,2940,288
19101,5204,4692,512
19123,5336,4783,553
19083,5927,5224,703
19045,13117,12153,964
19149,8610,6765,1845
19049,28959,27389,1570
19121,4652,4446,206
19171,6069,5382,687
19141,4608,4214,394
19047,5407,4259,1148
19055,5642,4972,670
19043,5963,5498,465
19021,7303,4732,2571
19093,2125,1857,268
19027,8258,7485,773
19197,4588,3848,740
19125,10093,8304,1789
19181,15172,14453,719
19035,3934,3648,286
19015,9300,8877,423
19025,3510,3301,209
19037,4152,3617,535
19009,2173,2066,107
19185,1745,1614,131
19039,2934,2342,592
19095,5764,5273,491
19087,5226,4832,394
19151,2160,1993,167
19041,5241,5000,241
19137,3421,2987,434
19131,3446,3391,55
19071,2012,1865,147
19053,1984,1808,176
19167,9126,7737,1389
19065,7089,6656,433
19061,38658,37584,1074
19057,11263,10676,587
19099,10765,9948,817
19129,4189,3990,199
19111,9254,8394,860
19143,1819,1679,140
19077,3707,3489,218
19175,3674,3549,125
19173,1931,1892,39
19011,8719,8009,710
19073,3187,2829,358
19079,5412,4873,539
19003,1220,1192,28
19029,4738,4505,233
19005,4397,4275,122
19119,2822,2702,120
19059,6588,6433,155
19183,7046,6566,480
19017,9265,8444,821
19195,2282,2158,124
19031,6439,5953,486
19097,6110,5881,229
19115,3393,2503,890
19159,1647,1621,26
19007,3717,3399,318
19001,2242,2018,224
19089,2814,2488,326
19117,2304,2018,286
19145,4831,4459,372
19069,3313,3055,258
19165,4068,3924,144
19135,2269,2042,227
19063,3059,2827,232
19107,2890,2672,218
19189,3468,3020,448
19177,1809,1683,126
19133,2924,2791,133
19051,2061,1969,92
,33,27,6
