RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,39560,38474,1086
19153,154162,146173,7989
19139,14094,10943,3151
19169,31292,29529,1763
19181,15563,14841,722
19145,4854,4481,373
19057,11549,10952,597
19163,52547,49123,3424
19113,80987,74464,6523
19111,9348,8473,875
19125,10126,8329,1797
19123,5402,4842,560
19193,32188,29015,3173
19187,12151,11282,869
19131,3492,3393,99
19165,4159,4014,145
19055,5742,5070,672
19167,9176,7785,1391
19103,63649,60009,3640
19069,3343,3076,267
19173,1957,1917,40
19197,4602,3860,742
19191,7605,6961,644
19033,15550,14452,1098
19177,1848,1721,127
19099,10901,10077,824
19021,7336,4764,2572
19065,7124,6689,435
19093,2195,1882,313
19127,12553,10399,2154
19133,2944,2811,133
19155,26421,24723,1698
19031,6592,6104,488
19083,5959,5254,705
19183,7254,6759,495
19195,2317,2192,125
19049,29527,27945,1582
19067,4934,4668,266
19079,5598,5058,540
19011,8786,8073,713
19077,3750,3532,218
19013,45404,41372,4032
19059,6620,6459,161
19019,7108,6670,438
19017,9346,8523,823
19081,3371,3053,318
19023,5330,5034,296
19129,4219,4016,203
19189,3501,3050,451
19085,4153,3885,268
19029,4761,4523,238
19149,8674,6819,1855
19097,6313,6078,235
19157,5936,5657,279
19035,4026,3735,291
19121,4727,4519,208
19147,2998,2857,141
19063,3071,2839,232
19179,9904,8024,1880
19027,8286,7510,776
19071,2015,1868,147
19025,3588,3374,214
19087,5376,4937,439
19105,6858,6140,718
19053,2034,1858,176
19045,13269,12296,973
19159,1687,1661,26
19051,2081,1987,94
19001,2318,2079,239
19043,6008,5541,467
19141,4616,4222,394
19075,4708,4410,298
19037,4166,3624,542
19171,6096,5408,688
19015,9392,8960,432
19115,3430,2536,894
19005,4434,4307,127
19009,2193,2082,111
19137,3430,2995,435
19109,5237,4828,409
19119,2823,2702,121
19161,3409,3168,241
19143,1821,1681,140
19041,5265,5018,247
19095,5816,5323,493
19047,5476,4324,1152
19091,3239,2949,290
19101,5294,4781,513
19007,3764,3444,320
19089,2836,2501,335
19175,3698,3572,126
19003,1229,1200,29
19117,2311,2023,288
19185,1752,1617,135
19039,2942,2350,592
19073,3196,2836,360
19135,2276,2046,230
19107,2918,2698,220
19151,2181,2014,167
,36,30,6
