RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,82508,75957,6551
19153,159209,151092,8117
19127,12705,10543,2162
19171,6161,5467,694
19135,2312,2082,230
19125,10230,8427,1803
19043,6015,5548,467
19013,46094,42049,4045
19049,30554,28962,1592
19169,32170,30389,1781
19193,32798,29438,3360
19155,26753,25050,1703
19015,9517,9073,444
19041,5703,5453,250
19033,15740,14631,1109
19103,65107,61432,3675
19167,9249,7853,1396
19181,16055,15307,748
19105,6899,6180,719
19055,5771,5093,678
19187,12185,11311,874
19083,5994,5286,708
19189,3534,3081,453
19163,53053,49602,3451
19019,7150,6711,439
19017,9432,8604,828
19175,3713,3585,128
19061,39824,38733,1091
19023,5366,5068,298
19009,2200,2089,111
19157,6462,6180,282
19001,2327,2088,239
19031,6750,6260,490
19065,7177,6734,443
19131,3501,3402,99
19045,13347,12362,985
19183,7352,6853,499
19029,4796,4557,239
19035,4057,3766,291
19115,3479,2584,895
19005,4439,4309,130
19057,11687,11077,610
19099,11135,10289,846
19121,4817,4607,210
19195,2344,2219,125
19085,4206,3934,272
19149,8747,6878,1869
19073,3217,2856,361
19047,5545,4391,1154
19101,5356,4842,514
19059,6799,6637,162
19093,2217,1902,315
19097,6337,6101,236
19139,14313,11161,3152
19117,2345,2048,297
19107,2938,2718,220
19007,3779,3459,320
19091,3262,2972,290
19037,4202,3654,548
19123,5447,4883,564
19039,2974,2378,596
19021,7473,4898,2575
19087,5441,4982,459
19111,9446,8566,880
19027,8333,7553,780
19109,5312,4902,410
19063,3123,2891,232
19003,1244,1215,29
19071,2030,1883,147
19053,2064,1885,179
19165,4401,4251,150
19177,1872,1745,127
19077,3785,3566,219
19179,10025,8145,1880
19145,4902,4529,373
19161,3423,3180,243
19147,3063,2921,142
19197,4625,3883,742
19129,4288,4085,203
19081,3390,3071,319
19011,8850,8135,715
19191,7638,6990,648
19095,5844,5350,494
19067,5008,4735,273
19025,3596,3381,215
19141,4678,4282,396
19079,5631,5090,541
19185,1762,1627,135
19051,2105,2011,94
19173,1962,1922,40
19089,2848,2512,336
19075,4730,4432,298
19119,2825,2704,121
19137,3518,3083,435
19159,1699,1673,26
19069,3380,3113,267
19133,2958,2825,133
19151,2202,2035,167
19143,1827,1686,141
,37,31,6
