RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19179,10790,8886,1904
19103,71028,67148,3880
19045,14620,13593,1027
19169,35684,33763,1921
19097,6962,6711,251
19017,10084,9216,868
19113,90591,83831,6760
19153,176134,167350,8784
19013,49960,45664,4296
19019,7542,7079,463
19081,3577,3246,331
19147,3219,3065,154
19033,16932,15796,1136
19191,8168,7487,681
19109,5511,5095,416
19127,13753,11579,2174
19061,43130,41918,1212
19139,15736,12546,3190
19193,34100,30325,3775
19091,3354,3048,306
19101,5584,5027,557
19123,5931,5339,592
19083,6340,5613,727
19149,9094,7192,1902
19161,3611,3345,266
19049,33997,32282,1715
19163,57000,53191,3809
19121,5307,5084,223
19171,6639,5937,702
19141,4922,4504,418
19047,5868,4696,1172
19055,6155,5445,710
19043,6212,5729,483
19187,12863,11917,946
19021,7926,5342,2584
19093,2299,1956,343
19087,6204,5288,916
19027,8646,7809,837
19197,4875,4108,767
19125,11007,9163,1844
19067,5433,5126,307
19167,9833,8380,1453
19035,4286,3976,310
19037,4449,3894,555
19025,3770,3534,236
19057,12253,11627,626
19009,2331,2210,121
19185,1830,1695,135
19111,9975,9036,939
19107,3137,2907,230
19115,3619,2716,903
19183,7907,7399,508
19071,2182,2035,147
19029,5174,4916,258
19023,5747,5437,310
19157,7006,6706,300
19089,3051,2700,351
19175,4071,3919,152
19011,9516,8778,738
19181,17706,16892,814
19131,3550,3435,115
19173,2035,1991,44
19117,2508,2197,311
19041,5879,5608,271
19073,3399,2994,405
19155,27742,25991,1751
19079,6011,5460,551
19075,5037,4717,320
19189,3808,3342,466
19059,7182,7006,176
19105,7566,6812,754
19039,3169,2560,609
19095,6686,6172,514
19137,3691,3240,451
19053,2121,1933,188
19015,10197,9716,481
19065,7451,6987,464
19165,4868,4708,160
19099,12291,11390,901
19003,1296,1265,31
19129,4637,4426,211
19063,3271,3029,242
19007,3915,3582,333
19195,2512,2379,133
19001,2418,2169,249
19159,1790,1760,30
19085,4519,4227,292
19145,5186,4812,374
19077,4060,3815,245
19031,7339,6813,526
19133,3079,2943,136
19177,1942,1797,145
19069,3597,3318,279
19135,2439,2193,246
19051,2190,2088,102
19005,4557,4414,143
19119,3035,2909,126
19143,1926,1778,148
19151,2321,2149,172
,39,33,6
