RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,92727,85885,6842
19049,35086,33323,1763
19155,28008,26216,1792
19013,50824,46484,4340
19183,8047,7531,516
19125,11100,9244,1856
19153,182027,172922,9105
19009,2342,2221,121
19129,4671,4459,212
19045,15025,13979,1046
19181,18137,17297,840
19059,7246,7061,185
19163,57584,53718,3866
19021,7980,5386,2594
19103,72864,68912,3952
19111,10217,9265,952
19041,5905,5629,276
19061,43989,42749,1240
19147,3234,3080,154
19169,37555,35592,1963
19039,3255,2642,613
19139,15971,12739,3232
19083,6401,5670,731
19033,17190,16043,1147
19151,2337,2161,176
19087,6511,5529,982
19019,7605,7135,470
19057,12423,11782,641
19109,5544,5125,419
19191,8345,7659,686
19171,6741,6035,706
19077,4108,3862,246
19157,7067,6766,301
19081,3616,3273,343
19177,1951,1805,146
19187,13085,12125,960
19031,7453,6917,536
19017,10198,9322,876
19027,8788,7939,849
19051,2218,2111,107
19161,3629,3358,271
19001,2432,2183,249
19179,10932,9011,1921
19015,10489,9990,499
19011,9712,8964,748
19145,5213,4835,378
19003,1315,1284,31
19101,5655,5096,559
19025,3790,3547,243
19035,4308,3998,310
19167,9898,8426,1472
19075,5180,4851,329
19165,4889,4726,163
19131,3561,3446,115
19149,9128,7222,1906
19121,5454,5221,233
19073,3434,3022,412
19095,6776,6253,523
19173,2058,2010,48
19141,5019,4593,426
19065,7494,7029,465
19197,4945,4170,775
19127,13970,11777,2193
19069,3632,3350,282
19175,4142,3987,155
19067,5503,5177,326
19005,4566,4419,147
19091,3375,3069,306
19093,2312,1968,344
19133,3097,2954,143
19107,3169,2934,235
19123,6132,5532,600
19105,7639,6868,771
19043,6252,5766,486
19193,34356,30534,3822
19085,4533,4239,294
19089,3062,2711,351
19159,1802,1772,30
19037,4466,3906,560
19189,3839,3367,472
19143,1933,1785,148
19023,5878,5567,311
19099,12519,11614,905
19029,5220,4963,257
19115,3663,2753,910
19195,2593,2460,133
19047,5915,4739,1176
19053,2134,1946,188
19079,6075,5518,557
19097,7093,6831,262
19055,6201,5484,717
19007,3932,3599,333
19119,3066,2940,126
19063,3306,3063,243
19117,2593,2276,317
19185,1837,1702,135
19071,2199,2044,155
19135,2457,2210,247
19137,3716,3265,451
,39,33,6
