RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19025,3838,3591,247
19137,3799,3340,459
19155,28339,26544,1795
19013,51590,47193,4397
19127,14919,12722,2197
19049,36157,34352,1805
19145,5228,4849,379
19033,17314,16142,1172
19153,187164,177840,9324
19015,10713,10206,507
19043,6371,5879,492
19029,5269,5002,267
19085,4737,4443,294
19075,5274,4937,337
19103,73595,69607,3988
19113,95031,88126,6905
19125,11276,9402,1874
19161,3767,3493,274
19031,7557,7010,547
19099,12720,11814,906
19081,3649,3300,349
19011,9892,9137,755
19017,10388,9504,884
19027,8827,7973,854
19059,7362,7171,191
19091,3427,3117,310
19131,3569,3454,115
19001,2460,2207,253
19163,58309,54411,3898
19169,39676,37678,1998
19107,3280,3043,237
19105,7857,7064,793
19193,34678,30796,3882
19179,11070,9148,1922
19057,12568,11921,647
19181,18594,17728,866
19133,3160,3016,144
19047,6023,4823,1200
19045,15302,14244,1058
19167,10197,8716,1481
19187,13205,12241,964
19123,6241,5631,610
19009,2399,2275,124
19089,3245,2867,378
19147,3286,3117,169
19041,5937,5659,278
19183,8262,7732,530
19021,8083,5452,2631
19023,5986,5673,313
19019,7725,7242,483
19077,4216,3965,251
19109,5611,5187,424
19061,44563,43289,1274
19005,4669,4519,150
19141,5067,4640,427
19191,8608,7905,703
19175,4199,4038,161
19139,16309,13037,3272
19101,5788,5226,562
19149,9241,7332,1909
19051,2244,2136,108
19035,4355,4044,311
19171,6909,6201,708
19007,3955,3621,334
19119,3145,3011,134
19063,3342,3098,244
19111,10422,9424,998
19157,7142,6837,305
19121,5701,5461,240
19189,3904,3430,474
19195,2606,2472,134
19185,1848,1712,136
19097,7383,7119,264
19053,2148,1959,189
19197,4995,4210,785
19069,3658,3374,284
19095,7028,6494,534
19083,6568,5828,740
19037,4613,4044,569
19093,2338,1994,344
19087,6574,5566,1008
19055,6280,5560,720
19039,3313,2678,635
19071,2222,2066,156
19073,3476,3062,414
19079,6160,5580,580
19065,7603,7131,472
19165,4924,4754,170
19003,1326,1295,31
19115,3716,2796,920
19159,1805,1775,30
19129,4701,4487,214
19117,2647,2327,320
19135,2472,2222,250
19067,5600,5265,335
19177,2003,1854,149
19151,2364,2180,184
19173,2065,2014,51
19143,1988,1839,149
,39,33,6
