RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19021,8147,5516,2631
19153,194518,184837,9681
19075,5345,5002,343
19191,8880,8149,731
19071,2238,2081,157
19193,34970,31053,3917
19175,4242,4070,172
19049,37673,35818,1855
19065,7721,7243,478
19131,3591,3473,118
19013,52546,48047,4499
19057,12730,12070,660
19011,10047,9278,769
19033,17884,16681,1203
19067,5701,5344,357
19111,10691,9671,1020
19005,4718,4556,162
19125,11600,9693,1907
19163,59241,55245,3996
19103,75013,70990,4023
19029,5302,5033,269
19083,6634,5882,752
19043,6430,5930,500
19019,7803,7311,492
19025,3876,3622,254
19017,10511,9618,893
19113,96718,89724,6994
19157,7272,6963,309
19107,3312,3068,244
19015,11024,10492,532
19007,3998,3657,341
19003,1339,1307,32
19099,13432,12338,1094
19141,5094,4661,433
19169,40442,38393,2049
19155,29961,28136,1825
19061,45096,43758,1338
19009,2410,2283,127
19031,7755,7193,562
19105,7970,7145,825
19023,6056,5734,322
19197,5040,4244,796
19187,13433,12441,992
19171,7015,6299,716
19127,15454,13244,2210
19059,7437,7238,199
19077,4255,3998,257
19047,6117,4909,1208
19089,3265,2886,379
19179,11192,9264,1928
19123,6340,5717,623
19027,9132,8242,890
19073,3529,3104,425
19097,7500,7210,290
19149,9289,7369,1920
19055,6484,5755,729
19045,15515,14426,1089
19181,19219,18306,913
19137,3820,3357,463
19101,5870,5297,573
19119,3158,3023,135
19167,10272,8777,1495
19183,8510,7936,574
19037,4650,4074,576
19151,2511,2326,185
19139,16684,13364,3320
19133,3200,3056,144
19035,4430,4112,318
19087,6935,5821,1114
19085,4771,4473,298
19189,3930,3452,478
19145,5302,4913,389
19135,2528,2271,257
19129,4851,4636,215
19051,2268,2159,109
19195,2647,2513,134
19041,5994,5705,289
19081,3661,3312,349
19001,2481,2228,253
19115,3799,2871,928
19121,5856,5608,248
19091,3447,3134,313
19109,5655,5227,428
19117,2683,2350,333
19079,6447,5861,586
19093,2374,2023,351
19039,3349,2709,640
19063,3378,3133,245
19147,3326,3153,173
19173,2082,2031,51
19159,1831,1801,30
19069,3764,3474,290
19185,1872,1732,140
19095,7079,6535,544
19165,4974,4801,173
19177,2018,1867,151
19143,1995,1844,151
19161,3787,3509,278
19053,2190,2000,190
,40,34,6
