RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19107,3452,3190,262
19183,8903,8297,606
19181,20706,19642,1064
19163,62371,57919,4452
19193,36493,32389,4104
19103,78786,74551,4235
19061,46562,45065,1497
19105,8972,8094,878
19155,31951,30014,1937
19001,2565,2287,278
19055,6717,5946,771
19013,54743,49965,4778
19153,210942,200180,10762
19169,43582,41223,2359
19113,103850,96493,7357
19139,17676,14188,3488
19057,13289,12557,732
19099,14372,13157,1215
19097,7741,7419,322
19121,6169,5893,276
19049,40616,38561,2055
19007,4132,3760,372
19149,9524,7572,1952
19111,11338,10109,1229
19015,11867,11245,622
19089,3417,3014,403
19035,4535,4204,331
19021,8487,5811,2676
19019,8132,7602,530
19127,16627,14342,2285
19145,5726,5329,397
19087,7471,6166,1305
19075,5621,5224,397
19045,16777,15598,1179
19081,3910,3508,402
19059,7578,7361,217
19079,6712,6092,620
19005,4946,4756,190
19191,9325,8528,797
19161,3858,3570,288
19115,3972,3011,961
19027,9342,8409,933
19023,6327,5962,365
19033,18700,17318,1382
19147,3402,3211,191
19065,7929,7437,492
19029,5495,5199,296
19011,10549,9751,798
19157,7856,7482,374
19151,2582,2392,190
19129,5046,4801,245
19071,2328,2157,171
19143,2061,1887,174
19077,4466,4180,286
19165,5088,4901,187
19083,6913,6087,826
19179,11662,9683,1979
19101,6138,5512,626
19093,2451,2088,363
19167,10631,9103,1528
19091,3525,3194,331
19053,2249,2032,217
19125,12195,10184,2011
19041,6179,5865,314
19017,10981,10038,943
19043,6576,6052,524
19175,4447,4228,219
19187,13953,12902,1051
19171,7323,6574,749
19123,6694,6002,692
19039,3483,2824,659
19173,2120,2066,54
19095,7362,6767,595
19009,2457,2324,133
19195,2776,2619,157
19003,1375,1333,42
19073,3641,3184,457
19109,5872,5391,481
19067,5990,5577,413
19189,4072,3543,529
19135,2591,2314,277
19063,3472,3205,267
19159,1878,1843,35
19141,5236,4784,452
19031,8096,7496,600
19025,4286,4013,273
19037,4804,4191,613
19131,3879,3727,152
19047,6278,5049,1229
19069,3906,3591,315
19133,3302,3133,169
19085,4953,4649,304
19137,3966,3476,490
19197,5239,4389,850
19177,2096,1931,165
19117,2799,2448,351
19051,2357,2227,130
19119,3269,3120,149
19185,1917,1766,151
,42,36,6
