RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19135,2607,2324,283
19113,105230,97757,7473
19145,5795,5375,420
19169,44119,41700,2419
19193,36872,32717,4155
19133,3365,3188,177
19141,5267,4811,456
19049,41244,39146,2098
19011,10664,9856,808
19187,14648,13570,1078
19153,214478,203420,11058
19061,46899,45369,1530
19115,4024,3055,969
19057,13417,12669,748
19035,4578,4246,332
19181,20994,19884,1110
19155,32390,30439,1951
19013,55153,50312,4841
19183,8979,8367,612
19065,7971,7465,506
19121,6242,5964,278
19099,14899,13598,1301
19043,6596,6069,527
19191,9410,8593,817
19001,2593,2311,282
19149,9559,7598,1961
19103,79347,75057,4290
19017,11042,10086,956
19179,11806,9802,2004
19097,7780,7454,326
19175,4489,4268,221
19055,6761,5983,778
19171,7367,6616,751
19157,7952,7556,396
19045,16999,15788,1211
19027,9382,8446,936
19161,3875,3586,289
19031,8152,7546,606
19059,7657,7432,225
19067,6060,5631,429
19105,9095,8198,897
19085,4981,4666,315
19047,6341,5099,1242
19089,3456,3041,415
19039,3510,2847,663
19163,62999,58449,4550
19073,3665,3197,468
19095,7401,6799,602
19087,7607,6269,1338
19015,11987,11355,632
19009,2471,2338,133
19127,16884,14590,2294
19111,11473,10205,1268
19079,6786,6155,631
19077,4534,4241,293
19083,6993,6156,837
19125,12328,10304,2024
19107,3472,3207,265
19139,17873,14344,3529
19123,6745,6043,702
19167,10726,9189,1537
19041,6211,5888,323
19129,5097,4843,254
19081,3934,3522,412
19037,4845,4221,624
19131,3887,3733,154
19147,3427,3230,197
19119,3289,3140,149
19109,5933,5429,504
19093,2472,2100,372
19021,8544,5863,2681
19159,1903,1868,35
19143,2088,1908,180
19007,4161,3785,376
19019,8191,7648,543
19197,5276,4417,859
19195,2793,2636,157
19033,18817,17416,1401
19117,2816,2464,352
19165,5137,4946,191
19025,4349,4072,277
19053,2275,2057,218
19075,5657,5254,403
19189,4113,3573,540
19137,3991,3497,494
19101,6236,5594,642
19005,4967,4772,195
19071,2340,2165,175
19029,5530,5231,299
19051,2369,2235,134
19023,6367,5999,368
19063,3506,3229,277
19003,1389,1344,45
19173,2135,2080,55
19185,1939,1784,155
19069,3932,3611,321
19151,2596,2406,190
19091,3566,3232,334
19177,2112,1943,169
,43,37,6
