RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,215786,204627,11159
19015,12045,11402,643
19169,44329,41890,2439
19125,12543,10514,2029
19181,21162,20033,1129
19139,17963,14418,3545
19073,3677,3208,469
19031,8171,7565,606
19113,105970,98453,7517
19103,79561,75258,4303
19095,7416,6814,602
19067,6077,5644,433
19189,4124,3583,541
19157,7975,7576,399
19123,6840,6132,708
19021,8565,5879,2686
19167,10794,9249,1545
19099,14989,13661,1328
19025,4355,4076,279
19163,63294,58714,4580
19197,5287,4426,861
19033,18878,17467,1411
19165,5140,4949,191
19155,32629,30667,1962
19183,9021,8406,615
19045,17063,15842,1221
19105,9116,8217,899
19013,55466,50596,4870
19193,36971,32801,4170
19111,11529,10253,1276
19049,41435,39323,2112
19053,2316,2097,219
19075,5676,5265,411
19041,6221,5895,326
19087,7639,6293,1346
19195,2798,2640,158
19135,2634,2350,284
19173,2146,2091,55
19057,13473,12717,756
19029,5588,5281,307
19137,4003,3507,496
19011,10712,9903,809
19127,16949,14651,2298
19185,1945,1789,156
19005,5015,4815,200
19077,4548,4255,293
19101,6285,5634,651
19035,4581,4249,332
19055,6783,6002,781
19179,11888,9877,2011
19059,7670,7442,228
19145,5834,5407,427
19149,9586,7615,1971
19019,8228,7678,550
19017,11082,10122,960
19187,14681,13599,1082
19091,3581,3244,337
19069,3940,3618,322
19079,6806,6171,635
19063,3514,3235,279
19071,2351,2176,175
19007,4214,3836,378
19121,6261,5978,283
19081,3953,3541,412
19143,2091,1911,180
19097,7801,7475,326
19065,8023,7516,507
19037,4855,4231,624
19133,3369,3189,180
19027,9424,8482,942
19175,4547,4322,225
19147,3431,3231,200
19061,46966,45424,1542
19109,5941,5435,506
19083,7009,6169,840
19047,6364,5118,1246
19191,9447,8629,818
19131,3890,3735,155
19089,3466,3051,415
19171,7380,6628,752
19023,6384,6010,374
19161,3890,3596,294
19003,1432,1385,47
19001,2594,2312,282
19039,3526,2861,665
19141,5287,4827,460
19085,4985,4670,315
19009,2478,2343,135
19159,1907,1871,36
19177,2140,1964,176
19151,2603,2412,191
19107,3480,3213,267
19129,5108,4853,255
19117,2859,2507,352
19119,3300,3151,149
19115,4040,3067,973
19093,2479,2103,376
19043,6610,6083,527
19051,2383,2249,134
,43,37,6
