RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19177,2174,1992,182
19127,17333,15004,2329
19169,45269,42765,2504
19197,5357,4489,868
19153,222540,211015,11525
19113,109077,101401,7676
19145,5904,5463,441
19023,6494,6108,386
19013,56855,51847,5008
19061,47650,46060,1590
19161,3930,3629,301
19027,9523,8558,965
19095,7529,6913,616
19117,2909,2549,360
19155,33654,31641,2013
19011,10916,10084,832
19163,65264,60533,4731
19187,14914,13818,1096
19087,7802,6410,1392
19193,37662,33429,4233
19141,5348,4875,473
19065,8106,7587,519
19123,6991,6267,724
19049,42791,40631,2160
19103,82043,77630,4413
19007,4280,3898,382
19105,9257,8342,915
19101,6438,5772,666
19045,17395,16122,1273
19043,6676,6133,543
19149,9718,7723,1995
19057,13757,12978,779
19147,3482,3277,205
19005,5055,4850,205
19181,21671,20513,1158
19121,6410,6119,291
19033,19386,17919,1467
19183,9212,8583,629
19185,1979,1820,159
19077,4613,4311,302
19099,15555,14123,1432
19059,7757,7522,235
19029,5713,5383,330
19017,11257,10283,974
19055,6913,6124,789
19129,5239,4979,260
19125,12769,10713,2056
19111,11739,10380,1359
19039,3573,2899,674
19191,9575,8748,827
19015,12317,11650,667
19085,5113,4791,322
19081,4020,3594,426
19157,8171,7750,421
19175,4638,4399,239
19031,8350,7723,627
19119,3334,3179,155
19189,4173,3625,548
19035,4636,4300,336
19047,6492,5219,1273
19097,7872,7531,341
19075,5760,5340,420
19167,10984,9403,1581
19165,5214,5019,195
19083,7106,6250,856
19069,3979,3648,331
19171,7515,6753,762
19025,4405,4121,284
19133,3449,3258,191
19151,2628,2431,197
19019,8364,7801,563
19109,6031,5517,514
19131,3948,3779,169
19003,1445,1397,48
19179,12166,10114,2052
19139,18322,14688,3634
19137,4068,3560,508
19091,3633,3290,343
19021,8672,5969,2703
19089,3503,3080,423
19173,2176,2117,59
19053,2331,2109,222
19073,3730,3254,476
19115,4090,3111,979
19037,4905,4269,636
19107,3547,3269,278
19195,2858,2692,166
19009,2514,2376,138
19067,6193,5739,454
19041,6329,5991,338
19063,3566,3283,283
19079,6935,6292,643
19093,2521,2143,378
19135,2681,2390,291
19051,2413,2273,140
19001,2676,2378,298
19071,2399,2216,183
19159,1947,1910,37
19143,2129,1937,192
,42,36,6
