RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19103,83362,78850,4512
19013,57944,52865,5079
19113,111984,104192,7792
19047,6568,5285,1283
19043,6717,6171,546
19163,66782,61934,4848
19023,6548,6153,395
19153,228146,216323,11823
19085,5180,4841,339
19033,19768,18262,1506
19161,3962,3651,311
19087,7930,6476,1454
19021,8797,6075,2722
19097,7972,7620,352
19181,22101,20915,1186
19049,43947,41751,2196
19111,11959,10546,1413
19183,9353,8709,644
19027,9627,8656,971
19017,11398,10415,983
19019,8471,7900,571
19195,2906,2738,168
19081,4048,3620,428
19169,46643,44101,2542
19139,18672,14994,3678
19165,5257,5054,203
19009,2542,2401,141
19191,9648,8814,834
19065,8167,7642,525
19061,48350,46740,1610
19147,3513,3308,205
19193,38285,33961,4324
19003,1461,1412,49
19173,2194,2132,62
19041,6409,6061,348
19123,7073,6334,739
19125,12927,10861,2066
19157,8256,7834,422
19099,15890,14418,1472
19073,3847,3362,485
19171,7618,6849,769
19109,6097,5578,519
19187,15253,14026,1227
19011,11117,10274,843
19045,17674,16366,1308
19067,6263,5801,462
19189,4232,3681,551
19029,5769,5435,334
19135,2721,2425,296
19089,3538,3107,431
19053,2373,2151,222
19127,17851,15484,2367
19015,12591,11904,687
19105,9408,8462,946
19063,3612,3317,295
19141,5418,4939,479
19159,1974,1936,38
19155,34318,32279,2039
19197,5474,4597,877
19115,4136,3146,990
19069,4042,3704,338
19117,2974,2612,362
19035,4700,4360,340
19145,5997,5514,483
19093,2553,2171,382
19005,5100,4892,208
19075,5833,5391,442
19179,12397,10279,2118
19107,3594,3311,283
19101,6540,5866,674
19121,6526,6228,298
19167,11103,9499,1604
19119,3357,3198,159
19151,2663,2464,199
19129,5358,5090,268
19175,4681,4441,240
19133,3506,3305,201
19071,2435,2250,185
19039,3659,2975,684
19149,9860,7847,2013
19031,8526,7889,637
19083,7189,6318,871
19055,6990,6192,798
19059,7826,7584,242
19057,13957,13164,793
19177,2191,2007,184
19077,4746,4441,305
19079,7033,6386,647
19025,4463,4152,311
19095,7675,7043,632
19007,4390,4001,389
19051,2456,2313,143
19091,3665,3321,344
19131,3995,3823,172
19037,4979,4328,651
19001,2718,2416,302
19185,2008,1847,161
19137,4118,3605,513
19143,2145,1950,195
,42,36,6
