RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,229082,217201,11881
19139,18714,15027,3687
19027,9634,8663,971
19155,34410,32371,2039
19069,4043,3705,338
19049,44052,41849,2203
19173,2198,2136,62
19021,8884,6099,2785
19191,9676,8841,835
19047,6588,5303,1285
19029,5791,5455,336
19185,2011,1850,161
19187,15265,14038,1227
19033,19808,18297,1511
19163,67006,62146,4860
19175,4695,4454,241
19103,83638,79121,4517
19169,46753,44199,2554
19013,58089,53009,5080
19005,5104,4896,208
19059,7840,7597,243
19113,112270,104464,7806
19111,11972,10558,1414
19161,3967,3654,313
19035,4706,4364,342
19041,6424,6076,348
19019,8486,7915,571
19167,11116,9511,1605
19061,48423,46806,1617
19193,38397,34067,4330
19141,5429,4950,479
19025,4472,4160,312
19097,7978,7625,353
19079,7056,6409,647
19149,9870,7856,2014
19179,12435,10312,2123
19181,22150,20958,1192
19171,7631,6862,769
19015,12613,11924,689
19121,6546,6247,299
19083,7197,6325,872
19077,4756,4451,305
19127,17957,15586,2371
19067,6274,5810,464
19117,2979,2616,363
19057,13976,13183,793
19125,12957,10889,2068
19055,7002,6202,800
19109,6101,5582,519
19045,17692,16377,1315
19101,6561,5886,675
19087,7948,6493,1455
19099,15935,14462,1473
19143,2145,1950,195
19075,5839,5397,442
19017,11412,10427,985
19157,8285,7862,423
19195,2906,2738,168
19081,4053,3625,428
19091,3674,3330,344
19085,5188,4849,339
19011,11133,10288,845
19165,5269,5065,204
19009,2543,2402,141
19065,8176,7651,525
19147,3516,3311,205
19095,7691,7058,633
19073,3855,3369,486
19031,8551,7914,637
19159,1977,1939,38
19145,6010,5527,483
19071,2436,2251,185
19051,2457,2313,144
19043,6721,6174,547
19039,3666,2982,684
19123,7081,6340,741
19177,2195,2011,184
19183,9384,8740,644
19129,5375,5107,268
19003,1467,1418,49
19133,3506,3305,201
19023,6556,6159,397
19107,3605,3322,283
19131,3996,3824,172
19105,9500,8552,948
19001,2721,2419,302
19135,2730,2433,297
19115,4143,3150,993
19151,2671,2471,200
19037,4981,4329,652
19089,3540,3109,431
19093,2555,2173,382
19063,3621,3326,295
19137,4129,3616,513
19197,5487,4609,878
19189,4239,3687,552
19119,3358,3199,159
19007,4399,4010,389
19053,2378,2156,222
,44,38,6
