RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,243163,230541,12622
19161,4069,3735,334
19027,9962,8969,993
19013,60354,55057,5297
19017,11888,10857,1031
19019,8790,8183,607
19195,2979,2802,177
19033,20583,18945,1638
19081,4183,3730,453
19169,48688,46020,2668
19139,19591,15790,3801
19165,5398,5181,217
19009,2640,2492,148
19191,10034,9166,868
19103,86726,82028,4698
19065,8450,7893,557
19061,50064,48362,1702
19147,3600,3382,218
19183,9756,9069,687
19193,39974,35508,4466
19003,1515,1458,57
19173,2256,2185,71
19041,6677,6296,381
19125,13420,11310,2110
19123,7314,6539,775
19157,8572,8130,442
19099,16679,15128,1551
19073,4036,3530,506
19113,116950,108778,8172
19171,7892,7101,791
19109,6322,5783,539
19187,15875,14549,1326
19011,11522,10634,888
19045,18687,17297,1390
19067,6484,5983,501
19189,4371,3797,574
19131,4096,3905,191
19029,5954,5603,351
19135,2820,2507,313
19049,46491,44176,2315
19127,19024,16475,2549
19063,3708,3397,311
19159,2029,1990,39
19115,4310,3290,1020
19163,70585,65457,5128
19149,10254,8184,2070
19059,8039,7782,257
19093,2614,2218,396
19015,13292,12569,723
19141,5581,5073,508
19075,5994,5530,464
19091,3770,3419,351
19151,2736,2529,207
19055,7195,6366,829
19101,6893,6189,704
19005,5221,5004,217
19181,23357,22074,1283
19025,4579,4248,331
19083,7433,6526,907
19069,4200,3837,363
19023,6743,6324,419
19133,3612,3392,220
19085,5313,4963,350
19137,4262,3742,520
19111,12504,11005,1499
19197,5691,4795,896
19179,13013,10711,2302
19121,6795,6476,319
19143,2200,2000,200
19051,2531,2378,153
19047,6827,5522,1305
19145,6193,5683,510
19043,6865,6298,567
19057,14763,13891,872
19007,4518,4107,411
19107,3708,3415,293
19077,4923,4596,327
19129,5778,5504,274
19021,9316,6353,2963
19087,8225,6686,1539
19079,7290,6628,662
19035,4793,4439,354
19001,2865,2548,317
19037,5100,4426,674
19095,8015,7340,675
19167,11381,9747,1634
19089,3659,3206,453
19119,3401,3236,165
19185,2057,1892,165
19039,3825,3126,699
19097,8216,7848,368
19155,36517,34415,2102
19117,3066,2683,383
19031,8815,8156,659
19175,4865,4613,252
19071,2521,2323,198
19053,2435,2209,226
19177,2246,2050,196
19105,9805,8797,1008
,44,38,6
