RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,244776,232040,12736
19161,4071,3737,334
19027,10009,9012,997
19013,60925,55595,5330
19017,11951,10920,1031
19019,8863,8241,622
19195,3001,2822,179
19033,20685,19027,1658
19081,4205,3751,454
19169,48928,46241,2687
19139,19733,15856,3877
19165,5414,5195,219
19009,2657,2508,149
19191,10099,9223,876
19103,87097,82363,4734
19065,8491,7928,563
19061,50229,48517,1712
19147,3607,3388,219
19183,9804,9111,693
19193,40189,35707,4482
19003,1523,1464,59
19173,2267,2195,72
19041,6694,6310,384
19125,13468,11349,2119
19123,7355,6571,784
19157,8611,8163,448
19099,16753,15193,1560
19073,4063,3554,509
19113,117695,109462,8233
19171,7974,7133,841
19109,6381,5833,548
19187,15944,14592,1352
19011,11565,10674,891
19045,18834,17418,1416
19067,6514,6005,509
19189,4385,3811,574
19131,4129,3932,197
19029,5966,5615,351
19135,2832,2518,314
19049,46946,44619,2327
19127,19147,16584,2563
19063,3723,3412,311
19159,2034,1995,39
19115,4328,3304,1024
19163,71009,65842,5167
19149,10300,8223,2077
19059,8067,7806,261
19093,2636,2239,397
19015,13352,12627,725
19141,5608,5095,513
19075,6008,5542,466
19091,3778,3426,352
19151,2786,2575,211
19055,7225,6390,835
19101,6923,6217,706
19005,5257,5040,217
19181,23474,22178,1296
19025,4586,4254,332
19083,7458,6547,911
19069,4212,3846,366
19023,6768,6343,425
19133,3619,3398,221
19085,5323,4973,350
19137,4284,3760,524
19111,12641,11136,1505
19197,5711,4811,900
19179,13100,10771,2329
19121,6829,6505,324
19143,2218,2009,209
19051,2577,2422,155
19047,6855,5543,1312
19145,6234,5702,532
19043,6877,6308,569
19057,14830,13956,874
19007,4534,4121,413
19107,3719,3426,293
19077,4991,4660,331
19129,5800,5525,275
19021,9359,6389,2970
19087,8259,6713,1546
19079,7320,6653,667
19035,4802,4445,357
19001,2870,2553,317
19037,5132,4453,679
19095,8036,7354,682
19167,11436,9791,1645
19089,3665,3210,455
19119,3411,3241,170
19185,2128,1963,165
19039,3862,3162,700
19097,8254,7882,372
19155,36684,34576,2108
19117,3078,2694,384
19031,8868,8209,659
19175,4887,4632,255
19071,2527,2329,198
19053,2441,2215,226
19177,2249,2052,197
19105,9849,8836,1013
,44,38,6
