RECIP_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,250502,237239,13263
19161,4113,3772,341
19027,10089,9075,1014
19013,61954,56538,5416
19017,12157,11099,1058
19019,9070,8432,638
19103,88214,83293,4921
19195,3063,2872,191
19033,21105,19375,1730
19081,4253,3789,464
19169,49546,46791,2755
19139,20135,16090,4045
19165,5479,5249,230
19009,2692,2538,154
19191,10247,9353,894
19065,8617,8023,594
19061,50789,49002,1787
19147,3669,3440,229
19183,9951,9239,712
19003,1546,1484,62
19173,2295,2218,77
19041,6793,6391,402
19125,13688,11543,2145
19123,7485,6676,809
19157,8731,8276,455
19099,17090,15501,1589
19073,4117,3602,515
19113,119593,111102,8491
19049,47834,45431,2403
19193,41135,36507,4628
19171,8078,7227,851
19109,6467,5905,562
19187,16168,14777,1391
19011,11725,10823,902
19045,19176,17723,1453
19067,6637,6093,544
19189,4445,3863,582
19131,4192,3983,209
19029,6045,5687,358
19135,2884,2560,324
19127,19606,16937,2669
19063,3767,3454,313
19159,2050,2010,40
19115,4397,3351,1046
19163,72360,67079,5281
19149,10472,8357,2115
19059,8157,7882,275
19093,2680,2271,409
19015,13564,12812,752
19141,5684,5156,528
19075,6072,5592,480
19091,3825,3458,367
19151,2834,2612,222
19055,7329,6484,845
19101,7031,6314,717
19005,5319,5088,231
19181,23865,22508,1357
19025,4634,4287,347
19083,7537,6611,926
19069,4267,3892,375
19023,6878,6438,440
19133,3650,3410,240
19085,5395,5034,361
19137,4326,3799,527
19111,12895,11336,1559
19197,5773,4863,910
19179,13403,11007,2396
19121,6938,6599,339
19143,2254,2032,222
19051,2610,2448,162
19047,6976,5655,1321
19145,6306,5769,537
19043,6940,6355,585
19057,15100,14209,891
19007,4596,4172,424
19107,3773,3471,302
19077,5067,4725,342
19129,5878,5598,280
19021,9560,6556,3004
19087,8412,6811,1601
19079,7430,6753,677
19035,4864,4490,374
19001,2900,2579,321
19037,5206,4508,698
19095,8169,7465,704
19167,11619,9929,1690
19089,3743,3269,474
19119,3453,3277,176
19185,2151,1978,173
19039,3930,3219,711
19155,37486,35339,2147
19117,3145,2740,405
19031,8997,8327,670
19175,4977,4704,273
19071,2548,2350,198
19053,2488,2255,233
19177,2289,2072,217
19097,8350,7973,377
19105,9981,8941,1040
,43,38,5
