RECIP_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,252913,239365,13548
19161,4132,3788,344
19027,10142,9116,1026
19013,62472,56997,5475
19017,12241,11172,1069
19019,9124,8481,643
19103,88641,83678,4963
19195,3077,2883,194
19033,21272,19512,1760
19081,4283,3811,472
19169,49869,47050,2819
19139,20403,16222,4181
19165,5505,5273,232
19009,2703,2548,155
19191,10307,9408,899
19065,8664,8061,603
19061,51009,49203,1806
19147,3687,3452,235
19183,10035,9312,723
19003,1554,1491,63
19173,2310,2233,77
19041,6835,6428,407
19125,13783,11634,2149
19123,7556,6731,825
19157,8791,8324,467
19099,17233,15625,1608
19073,4143,3621,522
19113,120441,111837,8604
19049,48243,45786,2457
19193,41518,36844,4674
19171,8158,7287,871
19109,6525,5955,570
19187,16308,14889,1419
19011,11806,10894,912
19045,19358,17876,1482
19067,6705,6135,570
19189,4470,3885,585
19131,4223,4006,217
19029,6090,5723,367
19135,2901,2575,326
19127,19803,17093,2710
19063,3789,3475,314
19159,2063,2023,40
19115,4457,3398,1059
19163,73035,67644,5391
19149,10534,8410,2124
19059,8213,7935,278
19093,2702,2286,416
19015,13675,12907,768
19141,5714,5181,533
19075,6108,5611,497
19091,3851,3472,379
19151,2853,2626,227
19055,7363,6516,847
19101,7093,6368,725
19005,5340,5109,231
19181,24062,22664,1398
19025,4661,4309,352
19083,7565,6632,933
19069,4302,3921,381
19023,6912,6464,448
19133,3666,3423,243
19085,5414,5050,364
19137,4348,3816,532
19111,13026,11409,1617
19037,5243,4529,714
19197,5815,4890,925
19179,13517,11095,2422
19121,6991,6642,349
19143,2264,2040,224
19051,2633,2464,169
19047,7020,5693,1327
19145,6353,5810,543
19043,6959,6374,585
19057,15240,14327,913
19007,4621,4194,427
19107,3801,3494,307
19077,5105,4757,348
19129,5926,5639,287
19021,9658,6641,3017
19087,8478,6860,1618
19079,7483,6798,685
19035,4897,4517,380
19001,2922,2596,326
19175,5011,4732,279
19095,8213,7500,713
19167,11694,9984,1710
19089,3758,3281,477
19119,3461,3282,179
19185,2174,1995,179
19039,3973,3254,719
19155,37804,35612,2192
19117,3175,2759,416
19031,9047,8373,674
19071,2562,2364,198
19053,2505,2270,235
19177,2318,2092,226
19097,8396,8016,380
19105,10045,8990,1055
,43,38,5
