RECIP_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,266218,251339,14879
19059,8545,8229,316
19161,4308,3921,387
19027,10556,9462,1094
19013,65480,59731,5749
19017,12792,11666,1126
19019,9617,8940,677
19103,91247,85967,5280
19195,3225,3026,199
19033,22345,20478,1867
19081,4463,3963,500
19169,51685,48599,3086
19139,21357,17031,4326
19165,5732,5469,263
19009,2783,2619,164
19191,10636,9707,929
19065,9030,8400,630
19061,52879,50942,1937
19147,3825,3571,254
19183,10439,9674,765
19003,1620,1547,73
19173,2410,2325,85
19041,7105,6691,414
19125,14510,12226,2284
19123,7966,7099,867
19157,9128,8629,499
19099,18015,16314,1701
19073,4318,3768,550
19113,125894,116734,9160
19049,50615,47911,2704
19193,44006,39257,4749
19171,8481,7574,907
19109,6745,6143,602
19187,17164,15645,1519
19011,12393,11426,967
19141,5910,5332,578
19045,20321,18741,1580
19067,7096,6478,618
19189,4648,4047,601
19131,4387,4154,233
19029,6360,5958,402
19135,3037,2674,363
19127,20811,17880,2931
19063,3931,3598,333
19159,2151,2105,46
19163,76594,70879,5715
19115,4725,3609,1116
19149,10963,8818,2145
19093,2815,2372,443
19015,14308,13461,847
19075,6474,5910,564
19091,4051,3649,402
19151,2989,2736,253
19055,7718,6825,893
19101,7402,6646,756
19005,5618,5377,241
19181,25312,23752,1560
19025,4877,4484,393
19083,7908,6896,1012
19069,4517,4108,409
19023,7215,6724,491
19133,3817,3546,271
19085,5637,5254,383
19137,4576,4026,550
19111,13785,12017,1768
19037,5481,4714,767
19197,6106,5125,981
19179,14191,11680,2511
19121,7355,6961,394
19095,8646,7883,763
19143,2340,2097,243
19051,2773,2586,187
19047,7388,6010,1378
19155,40054,37789,2265
19145,6642,6091,551
19043,7154,6555,599
19057,16273,15267,1006
19007,4826,4365,461
19107,3973,3646,327
19077,5334,4947,387
19129,6303,5988,315
19021,10365,7090,3275
19087,8987,7248,1739
19053,2637,2377,260
19097,8793,8371,422
19079,7843,7116,727
19035,5108,4700,408
19001,3025,2683,342
19175,5248,4940,308
19167,12189,10405,1784
19089,3946,3425,521
19119,3590,3372,218
19185,2265,2068,197
19039,4211,3466,745
19117,3299,2862,437
19031,9472,8760,712
19071,2673,2471,202
19177,2430,2176,254
19105,10436,9323,1113
,35,31,4
